PATRON,4.9895,,mg/L,0.8,0.1032,0.1028,0.1026,0.1041
BLANCO,0.0042,,mg/L,46.9,0.0001,0,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,61.7,0.0001,0,0.0002,0.0001
H,4.6451,,mg/L,0.7,0.0961,0.0961,0.0955,0.0968
C1,4.6808,,mg/L,0.5,0.0968,0.0972,0.0963,0.097
C2,4.6787,,mg/L,0.7,0.0968,0.096,0.0971,0.0973
PATRON,5.0851,,mg/L,0.8,0.1051,0.1051,0.1043,0.106
BLANCO,0.0091,,mg/L,52,0.0002,0.0001,0.0003,0.0002
BLANCO REACTIVO,0,,mg/L,56.4,0.0005,0.0006,0.0006,0.0002
C3,4.6252,,mg/L,0.3,0.0957,0.096,0.0955,0.0957
C4,4.651,,mg/L,0.2,0.0962,0.0965,0.0963,0.096
T,4.5767,,mg/L,0.6,0.0947,0.0945,0.0954,0.0942
PATRON,5.0048,,mg/L,4.6,0.1035,0.106,0.1064,0.098
BLANCO,0.008,,mg/L,40.1,0.0002,0.0001,0.0002,0.0002
BLANCO REACTIVO,0,,mg/L,9.5,0.0007,0.0008,0.0007,0.0006
DP1,0.164,,mg/L,4,0.0034,0.0034,0.0033,0.0035
DP2,0.4188,,mg/L,0.3,0.0087,0.0087,0.0087,0.0087
DP3,0.7057,,mg/L,0.8,0.0147,0.0148,0.0146,0.0146
PATRON,5.0943,,mg/L,0.7,0.1053,0.1061,0.1046,0.1053
BLANCO,0.0034,,mg/L,90,0.0001,0.0001,0,0.0001
BLANCO REACTIVO,0,,mg/L,9.4,0.0007,0.0007,0.0008,0.0007
DP4,1.1669,,mg/L,0.4,0.0243,0.0242,0.0243,0.0243
DP5,0.5213,,mg/L,1.2,0.0108,0.0109,0.0109,0.0107
DP6,20.4022,,mg/L,0.4,0.4025,0.4033,0.4007,0.4033
PATRON,4.9921,,mg/L,0.5,0.1032,0.1027,0.1033,0.1036
BLANCO,0.0038,,mg/L,>100,0.0001,0,0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,4.6,0.0008,0.0007,0.0008,0.0008
ELY1,4.5104,,mg/L,0.8,0.0933,0.0933,0.0941,0.0927
ELY2,4.579,,mg/L,0.7,0.0948,0.0956,0.0944,0.0943
ELY3,4.5859,,mg/L,0.3,0.0949,0.0946,0.0951,0.095
PATRON,5.0233,,mg/L,0.5,0.1039,0.1045,0.1035,0.1036
BLANCO,0.0062,,mg/L,48.6,0.0001,0.0001,0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,12.1,0.001,0.0009,0.0011,0.0011
ELY4,4.4976,,mg/L,0.3,0.0931,0.0929,0.093,0.0934
ELY5,4.4255,,mg/L,0.9,0.0916,0.0922,0.092,0.0906
PATRON,4.9981,,mg/L,0.8,0.1034,0.1038,0.1024,0.1039
BLANCO,-0.0006,,mg/L,>100,0,0,-0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,8,0.0008,0.0008,0.0007,0.0009
