Analista,GGP,,,,,,,,,,,,
Fecha de inicio,17/09/2024 11:54 a. m.  GMT: 17/09/2024 05:54 p. m.,,,,,,,,,,,,
Hoja de trabajo,SA005551_3,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Au,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.5041,,mg/L,0.6,0.0162,0.0003,,,,0.0161,0.0161,0.0163
,BLANCO,-0.0004,,mg/L,>100,0,-0.0001,,,,0.0003,-0.0002,-0.0002
,BLANCO REACTIVO,0,,mg/L,88,0.0006,-0.0001,,,,0,0.0006,0.0011
,SA005551-001,0.2293,,mg/L,0.8,0.0211,-0.0004,20.02,,,0.021,0.0212,0.0209
,SA005551-002,0.524,,mg/L,0.8,0.048,0.0001,20.01,,,0.0478,0.0484,0.0477
,SA005551-003,0.7959,,mg/L,0.3,0.0727,0,20,,,0.0728,0.0728,0.0724
,SA005551-004,0.6012,,mg/L,0.3,0.055,0.0001,20.02,,,0.055,0.0552,0.0549
,SA005551-005,0.3258,,mg/L,1,0.0299,0,20.01,,,0.0296,0.0302,0.0299
,PATRON,0.5117,,mg/L,3,0.0164,0.0004,,,,0.017,0.0161,0.0161
,SA005551-006,0.3425,,mg/L,1.5,0.0314,-0.0004,20,,,0.0311,0.0311,0.0319
,SA005551-007,0.6742,,mg/L,0.4,0.0616,0.0001,20.02,,,0.0617,0.0614,0.0619
,SA005551-008,1.1192,,mg/L,0,0.1018,0,20,,,0.1018,0.1018,0.1017
,SA005551-009,1.8005,,mg/L,0.3,0.1625,0.0003,20.01,,,0.1619,0.1626,0.1629
,SA005551-010,0.9539,,mg/L,0.5,0.0869,-0.0003,20.02,,,0.0871,0.0873,0.0865
,PATRON,0.5069,,mg/L,1.5,0.0163,0.0003,,,,0.0165,0.0164,0.016
,BLANCO,-0.0129,,mg/L,56,-0.0004,-0.0005,,,,-0.0001,-0.0005,-0.0006
,BLANCO REACTIVO,0,,mg/L,61.1,0.0003,0,,,,0.0002,0.0003,0.0006
,SA005551-011,1.6787,,mg/L,0.4,0.1517,-0.0004,20.01,,,0.1519,0.1521,0.1511
,SA005551-012,0.5317,,mg/L,0.2,0.0486,0.0002,20.01,,,0.0487,0.0486,0.0486
,SA005551-013,0.6887,,mg/L,0.6,0.063,0.0002,20.02,,,0.0629,0.0634,0.0626
,SA005551-014,0.398,,mg/L,0.8,0.0365,0.0003,20.02,,,0.0366,0.0362,0.0367
,SA005551-015,0.581,,mg/L,0.4,0.0531,0.0002,20.01,,,0.0533,0.0529,0.0532
,PATRON,0.5127,,mg/L,0.6,0.0165,0.0004,,,,0.0165,0.0164,0.0165
,SA005551-016,0.6944,,mg/L,0.6,0.0634,-0.0001,20,,,0.063,0.0638,0.0634
,SA005551-017,0.6998,,mg/L,0.2,0.0639,0,20.01,,,0.0638,0.064,0.0641
,SA005551-018,0.0023,,mg/L,37.7,0.0002,-0.0007,20.02,,,0.0001,0.0003,0.0002
,SA005551-019,0.6529,,mg/L,0.5,0.0597,-0.0001,20.02,,,0.0594,0.0601,0.0596
,SA005551-020,0.0076,,mg/L,37.5,0.0007,-0.0005,2,,,0.0008,0.0009,0.0004
,PATRON,0.5034,,mg/L,1.4,0.0162,0.0002,,,,0.0162,0.0164,0.0159
,BLANCO,-0.0049,,mg/L,>100,-0.0002,-0.0005,,,,0.0001,-0.0003,-0.0003
,BLANCO REACTIVO,0,,mg/L,29,0.0006,-0.0006,,,,0.0008,0.0004,0.0007
,SA005551-021,0.5895,,mg/L,1.1,0.0539,-0.0005,20.02,,,0.0535,0.0538,0.0546
,SA005551-022,0.5748,,mg/L,0.8,0.0526,-0.0003,20.01,,,0.0527,0.053,0.0521
,SA005551-023,0.5086,,mg/L,0.1,0.0466,-0.0004,20,,,0.0465,0.0466,0.0466
,SA005551-024,0.4913,,mg/L,0.3,0.045,-0.0005,20.04,,,0.045,0.0449,0.0452
,SA005551-025,0.4483,,mg/L,0.8,0.041,-0.0004,20,,,0.0406,0.0412,0.0412
,PATRON,0.5015,,mg/L,0.3,0.0161,0.0001,,,,0.0161,0.0161,0.0162
,SA005551-026,0.5786,,mg/L,0.8,0.053,-0.0002,20.03,,,0.0534,0.0526,0.0529
