PATRON,4.8979,,mg/L,0.5,0.0478,1,1,1,0.0478,0.0481,0.0476
BLANCO,-0.0671,,mg/L,19.1,-0.0007,1,1,1,-0.0008,-0.0005,-0.0007
BLANCO REACTIVO,0,,mg/L,2.2,-0.0017,1,1,1,-0.0017,-0.0017,-0.0017
FASE 1,0.025,,mg/L,37.5,0.0002,1,1,1,0.0002,0.0002,0.0003
FASE 2,0.0437,,mg/L,42.2,0.0004,1,1,1,0.0004,0.0006,0.0003
FASE 3,0.0409,,mg/L,20.4,0.0004,1,1,1,0.0003,0.0005,0.0004
VSP NORTE,0.0519,,mg/L,24,0.0005,1,1,1,0.0004,0.0006,0.0006
CELDA 8.1,0.0351,,mg/L,39.6,0.0003,1,1,1,0.0005,0.0002,0.0003
CELDA 8.2,0.0379,,mg/L,24.6,0.0004,1,1,1,0.0003,0.0004,0.0005
CELDA 8.3,0.0741,,mg/L,9.1,0.0007,1,1,1,0.0008,0.0007,0.0007
PATRON,4.8686,,mg/L,0.1,0.0475,1,1,1,0.0474,0.0476,0.0475
BLANCO,-0.0219,,mg/L,78.5,-0.0002,1,1,1,0,-0.0002,-0.0004
BLANCO REACTIVO,0,,mg/L,3.4,-0.0018,1,1,1,-0.0019,-0.0018,-0.0018
