PATRON,0.1914,,mg/L,5.2,0.0106,-0.0035,1,1,1,0.0105,0.0112,0.0101
BLANCO,-0.0028,,mg/L,>100,0.0004,-0.0015,1,1,1,0.001,0,0.0001
BLANCO REACTIVO,0,,mg/L,>100,-0.0003,-0.0015,1,1,1,-0.001,0.0008,-0.0005
CELDA 8,0.0308,,mg/L,12.2,0.0021,0.0004,1,1,1,0.0022,0.0024,0.0019
CANAL,0.023,,mg/L,38.2,0.0017,0.0001,1,1,1,0.0012,0.0015,0.0025
FASE 1,0.0488,,mg/L,58.4,0.0031,-0.0023,1,1,1,0.0051,0.0016,0.0026
PATRON,0.1884,,mg/L,2.7,0.0104,-0.0054,1,1,1,0.0106,0.0101,0.0106
FASE 2,0.0233,,mg/L,17.1,0.0018,0.0001,1,1,1,0.002,0.0018,0.0014
FASE 3,0.0271,,mg/L,10.1,0.002,-0.0024,1,1,1,0.0017,0.0021,0.002
PATRON,0.188,,mg/L,3.1,0.0104,-0.0032,1,1,1,0.0101,0.0108,0.0103
BLANCO,0.0093,,mg/L,40.3,0.001,-0.001,1,1,1,0.0006,0.0012,0.0013
BLANCO REACTIVO,0,,mg/L,39.6,-0.0009,-0.0011,1,1,1,-0.0006,-0.0009,-0.0013
VSP NORTE,0.0446,,mg/L,21.5,0.0029,0.0017,1,1,1,0.0028,0.0023,0.0035
CELDA 8.1,0.0237,,mg/L,36.7,0.0018,0.0018,1,1,1,0.0025,0.0013,0.0015
CELDA 8.2,0.0284,,mg/L,29.9,0.002,0.0009,1,1,1,0.0026,0.0021,0.0014
CELDA 8.3,0.0158,,mg/L,69.3,0.0014,0.0044,1,1,1,0.0011,0.0024,0.0006
PATRON,0.2024,,mg/L,6.7,0.0112,-0.0039,1,1,1,0.0105,0.012,0.011
S. RICA,0.0345,,mg/L,15.6,0.0023,0.0016,1,1,1,0.0028,0.002,0.0022
PATRON,0.1872,,mg/L,4.2,0.0104,-0.003,1,1,1,0.0108,0.01,0.0103
BLANCO,0.0046,,mg/L,38.1,0.0008,-0.0017,1,1,1,0.0007,0.0011,0.0005
BLANCO REACTIVO,0,,mg/L,24.7,-0.0015,-0.0025,1,1,1,-0.0014,-0.002,-0.0013
TRITURADORA,0.0291,,mg/L,13.8,0.0021,0.0016,1,1,1,0.0018,0.0023,0.0021
VICTORIA,0.0232,,mg/L,17.6,0.0017,0.0011,1,1,1,0.0016,0.0021,0.0016
CELDA 1,0.0301,,mg/L,20.6,0.0021,0.0011,1,1,1,0.0018,0.0019,0.0026
CELDA 2,0.0247,,mg/L,20.9,0.0018,0.0016,1,1,1,0.0023,0.0017,0.0015
CELDA 3,0.0213,,mg/L,8.6,0.0016,0.0014,1,1,1,0.0017,0.0018,0.0015
CELDA 4A,0.0242,,mg/L,8.9,0.0018,0.0016,1,1,1,0.0019,0.0016,0.0019
CELDA 4B,0.0352,,mg/L,12.4,0.0024,0.0019,1,1,1,0.0027,0.0022,0.0023
CELDA 5A,0.0334,,mg/L,14.3,0.0023,0.0015,1,1,1,0.0023,0.0026,0.0019
CELDA 5B,0.0172,,mg/L,31.4,0.0014,0.0017,1,1,1,0.0013,0.001,0.0019
PATRON,0.1847,,mg/L,2.8,0.0102,-0.0037,1,1,1,0.0103,0.0105,0.0099
BLANCO,0.0066,,mg/L,11.5,0.0009,-0.0018,1,1,1,0.001,0.0009,0.0008
BLANCO REACTIVO,0,,mg/L,1.5,-0.0019,-0.0025,1,1,1,-0.0019,-0.0018,-0.0019
