PATRON,4.8542,,mg/L,0.3,0.0001,0.0463,0.0005,0.0462,0.0462,0.0464
BLANCO,0.0057,,mg/L,>100,0.0005,0.0001,-0.0015,0.0001,0.0005,-0.0004
BLANCO REACTIVO,0,,mg/L,59.6,0.0004,0.0007,-0.0008,0.0003,0.0007,0.0011
FASE 1,0.0602,,mg/L,35.5,0.0002,0.0006,-0.0014,0.0008,0.0004,0.0006
FASE 2,0.0364,,mg/L,>100,0.0004,0.0004,-0.0017,0.0007,0.0005,-0.0001
FASE 3,0.0275,,mg/L,16.3,0,0.0003,-0.0017,0.0002,0.0003,0.0003
VSP NORTE,0.7326,,mg/L,1.8,0.0001,0.0071,-0.002,0.0072,0.0071,0.007
CELDA 8.1,0.0328,,mg/L,69.9,0.0002,0.0003,-0.0019,0.0001,0.0004,0.0005
CELDA 8.2,0.092,,mg/L,12.4,0.0001,0.0009,-0.0009,0.001,0.0008,0.0008
CELDA 8.3,0.0876,,mg/L,34.3,0.0003,0.0008,-0.0022,0.0012,0.0007,0.0006
PATRON,4.8519,,mg/L,0.6,0.0003,0.0463,0.0002,0.0463,0.046,0.0465
BLANCO,0.0128,,mg/L,>100,0.0004,0.0001,-0.0002,0.0003,-0.0004,0.0004
BLANCO REACTIVO,0,,mg/L,17.9,0.0001,0.0004,-0.0004,0.0005,0.0004,0.0004
