PATRON,5.0591,,mg/L,0.5,0.0525,1,1,1,0.0522,0.0527,0.0524
BLANCO,0.0376,,mg/L,32.3,0.0004,1,1,1,0.0003,0.0005,0.0004
BLANCO REACTIVO,0,,mg/L,1.8,0.0159,1,1,1,0.016,0.0156,0.0162
FASE 1,0.0422,,mg/L,>100,0.0004,1,1,1,0.0008,-0.0001,0.0006
PATRON,4.9855,,mg/L,0.9,0.0497,1,1,1,0.0501,0.0497,0.0493
FASE 2,0.1392,,mg/L,7.4,0.0014,1,1,1,0.0015,0.0013,0.0014
FASE 3,0.1583,,mg/L,16.6,0.0016,1,1,1,0.0015,0.0014,0.0019
PATRON,5.0525,,mg/L,0.5,0.0504,1,1,1,0.0502,0.0506,0.0502
BLANCO,0.0132,,mg/L,>100,0.0001,1,1,1,0.0003,0.0001,0
BLANCO REACTIVO,0,,mg/L,18.7,0.0011,1,1,1,0.0014,0.001,0.001
VSP NORTE,0.009,,mg/L,>100,0.0001,1,1,1,0.0001,0.0004,-0.0003
CELDA 8.1,0.0829,,mg/L,10.7,0.0008,1,1,1,0.0009,0.0007,0.0009
CELDA 8.2,0.0987,,mg/L,27.1,0.001,1,1,1,0.0011,0.0007,0.0012
CELDA 8.3,0.8515,,mg/L,3,0.0086,1,1,1,0.0089,0.0085,0.0085
