PATRON,0.0528,,mg/L,15.7,0.0003,0.0018,-0.0007,0.0017,0.0021,0.0016
BLANCO,-0.008,,mg/L,61.2,0.0007,-0.0011,0.0005,-0.0015,-0.0003,-0.0015
BLANCO REACTIVO,0,,mg/L,22.2,0.0003,-0.0015,0.0005,-0.0012,-0.0014,-0.0019
H KCA PO,0.0521,,mg/L,14.5,0.0003,0.0018,0.0048,0.0021,0.0017,0.0016
H KCA PO,0.055,,mg/L,6.5,0.0001,0.0019,0.0051,0.0018,0.002,0.002
H KCA PO,0.0526,,mg/L,23.7,0.0004,0.0018,0.005,0.0021,0.002,0.0013
PATRON,0.046,,mg/L,25.6,0.0004,0.0015,0.0023,0.0015,0.0011,0.0018
H KCA PO,0.0556,,mg/L,28.9,0.0006,0.0019,0.0045,0.0018,0.0015,0.0025
H KCA PO,0.0544,,mg/L,21.6,0.0004,0.0019,0.0048,0.0015,0.0023,0.0019
PATRON,0.0458,,mg/L,48.1,0.0007,0.0015,0.0022,0.0019,0.0019,0.0007
BLANCO,0.0091,,mg/L,>100,0.0006,-0.0003,0.0025,0.0003,-0.0003,-0.0009
BLANCO REACTIVO,0,,mg/L,55.7,0.0013,-0.0023,0.0018,-0.0009,-0.0034,-0.0024
M1 PO,0.0549,,mg/L,25,0.0005,0.0019,0.0038,0.0024,0.0017,0.0015
M2 PO,0.0344,,mg/L,59.9,0.0006,0.0009,0.004,0.0016,0.0006,0.0006
M3 PO,0.0354,,mg/L,26.5,0.0003,0.001,0.0038,0.0011,0.0012,0.0007
M4 PO,0.0206,,mg/L,>100,0.0004,0.0003,0.004,0.0006,0.0003,-0.0001
PATRON,0.0541,,mg/L,37.1,0.0007,0.0019,0.0008,0.0016,0.0026,0.0013
P KCA PO,0.0198,,mg/L,>100,0.0004,0.0002,0.0038,-0.0001,0.0001,0.0007
PATRON,0.0512,,mg/L,21.6,0.0004,0.0017,0.004,0.0014,0.0021,0.0016
BLANCO,0.0024,,mg/L,59.7,0.0004,-0.0006,0.0023,-0.0009,-0.0007,-0.0002
BLANCO REACTIVO,0,,mg/L,13,0.0002,-0.0018,0.0106,-0.002,-0.0017,-0.0016
CELDA 8,0.0513,,mg/L,51.9,0.0009,0.0017,0.0064,0.0009,0.0027,0.0016
CANAL,0.1652,,mg/L,4.3,0.0004,0.0082,-0.0008,0.0084,0.0083,0.0078
FASE 1,0.0544,,mg/L,16,0.0003,0.0019,0.0023,0.0017,0.0023,0.0018
FASE 2,0.0286,,mg/L,51.2,0.0004,0.0007,0.0026,0.0009,0.0003,0.0009
FASE 3,0.0301,,mg/L,28.6,0.0002,0.0008,0.0023,0.001,0.0006,0.0007
VSP NORTE,0.1058,,mg/L,5.5,0.0002,0.0044,0.003,0.0044,0.0047,0.0042
CELDA 8.1,0.0315,,mg/L,23.3,0.0002,0.0008,0.0016,0.0009,0.001,0.0006
