Analista,,,,,,,,,,
Fecha de inicio,06/10/2023 08:35 p. m.  GMT: 07/10/2023 01:35 a. m.,,,,,,,,,
Hoja de trabajo,SA002231-RCK_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.4997,,mg/L,2.9,0.0167,0.0015,0.0173,0.0164,0.0165
,BLANCO,0.0019,,mg/L,>100,0.0001,0.0006,0.0003,0.0001,-0.0002
,BLANCO REACTIVO,0,,mg/L,54.7,-0.0004,0.001,-0.0007,-0.0003,-0.0002
,SA002231-001,0.0862,,mg/L,2.9,0.0082,0.0013,0.008,0.0082,0.0085
,SA002231-002,0.1987,,mg/L,1.1,0.019,0.001,0.0192,0.0191,0.0188
,SA002231-003,0.193,,mg/L,1.7,0.0185,0.0015,0.0188,0.0184,0.0182
,SA002231-004,0.0033,,mg/L,32.4,0.0003,0.0011,0.0003,0.0003,0.0004
,SA002231-005,0.9507,,mg/L,0.2,0.0912,0.0014,0.0913,0.091,0.0912
,PATRON,0.5009,,mg/L,2.8,0.0168,0.0021,0.0163,0.0169,0.0172
,SA002231-006,0.5628,,mg/L,0.7,0.0541,0.0017,0.054,0.0538,0.0544
,SA002231-007,0.0246,,mg/L,11.9,0.0023,0.0015,0.0024,0.0026,0.002
,PATRON,0.5081,,mg/L,1.8,0.017,0.0022,0.0171,0.0167,0.0173
,BLANCO,0.0035,,mg/L,47,0.0001,0.0014,0.0001,0.0002,0.0001
,BLANCO REACTIVO,0,,mg/L,86.7,-0.0004,0.0012,-0.0006,0,-0.0006
