PATRON,0.0483,,mg/L,6.3,0.0001,0.0023,-0.0014,0.0024,0.0021,0.0023
BLANCO,0.0061,,mg/L,46,0.0001,0.0002,0.001,0.0003,0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,40.1,0.0001,0.0002,-0.001,0.0002,0.0003,0.0002
H KCA PO,0.0444,,mg/L,4.3,0.0001,0.0021,0.0022,0.0022,0.0021,0.002
H KCA PO,0.0404,,mg/L,3.1,0.0001,0.0019,0.0007,0.0019,0.0019,0.0018
H KCA PO,0.0439,,mg/L,14.5,0.0003,0.002,0.0023,0.0017,0.0021,0.0023
PATRON,0.0464,,mg/L,2.4,0.0001,0.0022,-0.0018,0.0022,0.0022,0.0021
H KCA PO,0.0402,,mg/L,11.5,0.0002,0.0019,0.0005,0.0017,0.0021,0.0019
H KCA PO,0.0399,,mg/L,5.7,0.0001,0.0019,0.0006,0.002,0.0018,0.0018
PATRON,0.0456,,mg/L,4.1,0.0001,0.0022,-0.0034,0.0022,0.0022,0.0023
BLANCO,-0.0025,,mg/L,>100,0.0001,0,-0.0005,0.0001,0,0
BLANCO REACTIVO,0,,mg/L,>100,0.0003,0.0002,-0.0006,0,0.0005,0
M1 PO,0.0514,,mg/L,4.2,0.0001,0.0025,-0.0004,0.0025,0.0024,0.0026
M2 PO,0.0427,,mg/L,5,0.0001,0.0021,-0.0005,0.0021,0.002,0.0022
M3 PO,0.0337,,mg/L,7.8,0.0001,0.0017,-0.0003,0.0018,0.0016,0.0017
M4 PO,0.0243,,mg/L,5.9,0.0001,0.0013,-0.0003,0.0012,0.0013,0.0013
PATRON,0.0471,,mg/L,8.2,0.0002,0.0023,-0.0037,0.0025,0.0022,0.0023
P KCA PO,0.019,,mg/L,7.3,0.0001,0.001,-0.0004,0.0011,0.0011,0.0009
PATRON,0.0482,,mg/L,4.5,0.0001,0.0024,-0.0037,0.0024,0.0022,0.0024
BLANCO,0.0064,,mg/L,29.3,0.0001,0.0004,-0.0017,0.0003,0.0005,0.0005
BLANCO REACTIVO,0,,mg/L,>100,0.0002,0.0002,-0.001,0,0.0001,0.0004
CELDA 8,0.0476,,mg/L,6,0.0001,0.0023,0,0.0024,0.0024,0.0022
CANAL,0.0227,,mg/L,3.8,0,0.0012,0.0005,0.0012,0.0012,0.0012
FASE 1,0.0644,,mg/L,4.1,0.0001,0.0032,0.0019,0.0032,0.0034,0.0031
