Analista,ALS,,,,,,,,
Fecha de inicio,05/03/2023 02:18 p. m.  GMT: 05/03/2023 08:18 p. m.,,,,,,,,
Hoja de trabajo,SA000553_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0107,,mg/L,1.5,0.1291,0.1313,0.1276,0.1285
,BLANCO,-0.0025,,mg/L,36.7,-0.0003,-0.0003,-0.0004,-0.0002
,BLANCO REACTIVO,0,,mg/L,94.2,-0.0003,-0.0005,0,-0.0003
,SA000553-001,3.5502,,mg/L,1.2,0.0194,0.0191,0.0193,0.0196
,SA000553-002,2.9775,,mg/L,0.3,0.0157,0.0158,0.0157,0.0157
,SA000553-003,2.9931,,mg/L,1.8,0.0163,0.0165,0.0159,0.0164
,SA000553-004,-0.0592,,mg/L,78.1,-0.0003,-0.0003,-0.0001,-0.0006
,SA000553-005,0.0445,,mg/L,53.6,0.0002,0.0003,0.0003,0.0001
,PATRON,1.0175,,mg/L,1.7,0.1322,0.1342,0.1298,0.1326
,SA000553-006,3.1338,,mg/L,1.4,0.0167,0.0166,0.0166,0.017
,SA000553-007,5.3865,,mg/L,1.1,0.0291,0.0293,0.0294,0.0288
,SA000553-008,17.4347,,mg/L,1.3,0.0918,0.0926,0.0924,0.0905
,SA000553-009,2.211,,mg/L,2.2,0.0117,0.0119,0.0115,0.0118
,SA000553-010,5.0355,,mg/L,1.1,0.0271,0.0271,0.0268,0.0274
,PATRON,1.0084,,mg/L,0.7,0.131,0.132,0.1303,0.1308
,BLANCO,0.0019,,mg/L,50.9,0.0002,0.0001,0.0003,0.0003
,BLANCO REACTIVO,0,,mg/L,55.1,0.0003,0.0004,0.0001,0.0002
,SA000553-011,2.3654,,mg/L,1.5,0.0127,0.0129,0.0126,0.0125
,SA000553-012,3.4351,,mg/L,1.4,0.0188,0.019,0.0185,0.019
,SA000553-013,2.5919,,mg/L,2.6,0.0143,0.0146,0.0139,0.0143
,SA000553-014,2.8201,,mg/L,1.1,0.0148,0.0147,0.0147,0.015
,SA000553-015,15.8496,,mg/L,0.3,0.0835,0.0838,0.0833,0.0834
,PATRON,0.9996,,mg/L,1.3,0.1299,0.1318,0.1285,0.1294
,SA000553-016,3.6455,,mg/L,0.6,0.0198,0.0199,0.0199,0.0197
,SA000553-017,3.1627,,mg/L,1.1,0.0169,0.0168,0.0168,0.0172
,SA000553-018,5.3201,,mg/L,1.9,0.0284,0.0279,0.029,0.0284
,SA000553-019,5.334,,mg/L,0.4,0.0287,0.0286,0.0288,0.0287
,SA000553-020,15.402,,mg/L,1.6,0.0837,0.0822,0.0846,0.0844
,PATRON,1.0123,,mg/L,1.5,0.1315,0.1305,0.1303,0.1338
,BLANCO,-0.0043,,mg/L,8.1,-0.0006,-0.0006,-0.0006,-0.0005
,BLANCO REACTIVO,0,,mg/L,17.9,-0.0004,-0.0003,-0.0005,-0.0004
,SA000553-021,3.4482,,mg/L,1.2,0.0182,0.0184,0.0179,0.0181
,SA000553-022,4.0043,,mg/L,1.2,0.0217,0.0214,0.022,0.0217
,SA000553-023,2.2201,,mg/L,2.2,0.0118,0.0116,0.0116,0.0121
,SA000553-024,12.0337,,mg/L,0.6,0.0654,0.0657,0.065,0.0656
,SA000553-025,5.4063,,mg/L,1.1,0.0297,0.0294,0.0301,0.0297
,PATRON,1.0154,,mg/L,0.9,0.1319,0.1325,0.1328,0.1305
,SA000553-026,2.8464,,mg/L,1.3,0.0155,0.0155,0.0157,0.0153
,SA000553-027,9.6689,,mg/L,0.9,0.0523,0.0525,0.0527,0.0518
,SA000553-028,2.1487,,mg/L,0.7,0.0116,0.0116,0.0115,0.0117
,SA000553-029,2.1888,,mg/L,0.4,0.0117,0.0117,0.0118,0.0117
,SA000553-030,3.1261,,mg/L,1.2,0.0165,0.0165,0.0166,0.0163
,PATRON,0.9842,,mg/L,0.4,0.128,0.1274,0.1282,0.1284
,BLANCO,0.0017,,mg/L,22.9,0.0002,0.0003,0.0002,0.0002
,BLANCO REACTIVO,0,,mg/L,15.1,-0.0004,-0.0003,-0.0004,-0.0004
,SA000553-031,3.658,,mg/L,1.6,0.02,0.0204,0.0201,0.0197
,SA000553-032,1.689,,mg/L,3.3,0.0091,0.0094,0.0089,0.0089
,PATRON,0.9915,,mg/L,0.2,0.1289,0.1291,0.1289,0.1286
,BLANCO,0.0008,,mg/L,>100,0.0001,0.0003,0,0
