PATRON,4.8789,,mg/L,0.8,0.0499,1,1,1,0.0497,0.0496,0.0503
BLANCO,-0.0185,,mg/L,91.8,-0.0002,1,1,1,0,-0.0001,-0.0004
BLANCO REACTIVO,0,,mg/L,21.5,-0.0005,1,1,1,-0.0005,-0.0005,-0.0003
FASE 1,0.016,,mg/L,84.4,0.0002,1,1,1,0.0003,0.0002,0
FASE 2,0.0231,,mg/L,30.4,0.0002,1,1,1,0.0003,0.0002,0.0003
FASE 3,0.0322,,mg/L,76.3,0.0003,1,1,1,0.0006,0.0001,0.0003
VSP NORTE,0.0097,,mg/L,53.8,0.0001,1,1,1,0.0001,0.0002,0
CELDA 8.1,0.0086,,mg/L,96.5,0.0001,1,1,1,0.0001,0.0002,0
CELDA 8.2,0.0171,,mg/L,76.4,0.0002,1,1,1,0.0002,0.0003,0
CELDA 8.3,0.0493,,mg/L,15.2,0.0005,1,1,1,0.0006,0.0005,0.0004
PATRON,4.9644,,mg/L,0.5,0.0508,1,1,1,0.0506,0.0511,0.0506
BLANCO,-0.0071,,mg/L,>100,-0.0001,1,1,1,-0.0002,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,12.4,-0.0007,1,1,1,-0.0006,-0.0008,-0.0007
