PATRON,4.9459,,mg/L,5.5,0.0532,1,1,1,0.0506,0.0525,0.0563
BLANCO,-0.0133,,mg/L,28.2,-0.0001,1,1,1,-0.0001,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,47.6,-0.0002,1,1,1,-0.0002,-0.0001,-0.0003
FASE 1,0.0114,,mg/L,>100,0.0001,1,1,1,0.0004,0.0001,-0.0001
PATRON,5.0074,,mg/L,0.8,0.0538,1,1,1,0.0539,0.0542,0.0533
FASE 2,-0.0021,,mg/L,>100,0,1,1,1,0.0003,-0.0002,-0.0002
FASE 3,0.0183,,mg/L,>100,0.0002,1,1,1,0.0002,-0.0001,0.0005
PATRON,4.9639,,mg/L,0.7,0.0533,1,1,1,0.0529,0.0534,0.0537
BLANCO,-0.0019,,mg/L,>100,0,1,1,1,0.0002,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,13.9,-0.0008,1,1,1,-0.0007,-0.001,-0.0009
VSP NORTE,0.0202,,mg/L,32.8,0.0002,1,1,1,0.0003,0.0002,0.0001
CELDA 8.1,0.0365,,mg/L,31.5,0.0004,1,1,1,0.0003,0.0005,0.0005
CELDA 8.2,0.0263,,mg/L,>100,0.0003,1,1,1,0,0.0002,0.0007
CELDA 8.3,0.5362,,mg/L,4.1,0.0058,1,1,1,0.0061,0.0056,0.0059
PATRON,4.9732,,mg/L,0.9,0.0534,1,1,1,0.0531,0.0533,0.054
BLANCO,0.0028,,mg/L,>100,0,1,1,1,-0.0001,0.0002,0
BLANCO REACTIVO,0,,mg/L,81.6,-0.0003,1,1,1,-0.0005,0,-0.0005
