PATRON,4.9562,,mg/L,0.5,0.0542,0.0539,0.0543,0.0544
BLANCO,0.0648,,mg/L,1.6,0.0007,0.0007,0.0007,0.0007
BLANCO REACTIVO,0,,mg/L,15.9,0.0004,0.0004,0.0004,0.0003
FASE 1,0.0229,,mg/L,27.1,0.0003,0.0003,0.0003,0.0002
FASE 2,0.0505,,mg/L,19.5,0.0006,0.0007,0.0005,0.0005
FASE 3,0.0609,,mg/L,13.9,0.0007,0.0006,0.0008,0.0006
VSP NORTE,0.0406,,mg/L,29.8,0.0005,0.0006,0.0003,0.0005
CELDA 8.1,0.0619,,mg/L,18.2,0.0007,0.0007,0.0006,0.0008
CELDA 8.2,0.0557,,mg/L,11.1,0.0006,0.0007,0.0007,0.0005
CELDA 8.3,0.0902,,mg/L,1.6,0.001,0.001,0.001,0.001
PATRON,5.0678,,mg/L,1.1,0.0554,0.056,0.0554,0.0548
BLANCO,0.0482,,mg/L,8,0.0005,0.0005,0.0005,0.0006
BLANCO REACTIVO,0,,mg/L,5.7,0.001,0.0011,0.001,0.001
