PATRON,5.0138,,mg/L,1.5,0.0008,0.0511,0.0002,0.0507,0.0506,0.052
BLANCO,0.0162,,mg/L,>100,0.0004,0.0002,-0.0002,-0.0001,0,0.0006
BLANCO REACTIVO,0,,mg/L,>100,0.0002,0.0001,-0.0001,0.0002,0.0002,-0.0002
FASE 1,0.0936,,mg/L,8.8,0.0001,0.001,-0.0004,0.0009,0.0011,0.0009
FASE 2,0.0635,,mg/L,86.1,0.0006,0.0007,-0.0001,0.0003,0.0004,0.0013
FASE 3,0.0616,,mg/L,52.4,0.0003,0.0006,-0.0001,0.0003,0.0008,0.0008
VSP NORTE,0.0813,,mg/L,36.8,0.0003,0.0008,-0.0001,0.0012,0.0006,0.0007
CELDA 8.1,0.0571,,mg/L,57.1,0.0003,0.0006,-0.0002,0.0002,0.0006,0.0009
CELDA 8.2,0.0572,,mg/L,26.2,0.0002,0.0006,-0.0001,0.0007,0.0004,0.0007
CELDA 8.3,0.0803,,mg/L,29.5,0.0002,0.0008,-0.0002,0.0007,0.0007,0.0011
PATRON,5.0755,,mg/L,1,0.0005,0.0517,-0.0001,0.0513,0.0523,0.0516
BLANCO,0.0535,,mg/L,42.4,0.0002,0.0006,-0.0003,0.0006,0.0008,0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0005,0.0005,-0.0002,-0.0001,0.0006,0.001
