PATRON,0.9804,,mg/L,0.6,0.0007,0.1169,0.0007,0.1177,0.1166,0.1163
BLANCO,0.0032,,mg/L,>100,0.0004,0.0004,-0.0004,0.0003,0.0008,0
BLANCO REACTIVO,0,,mg/L,82.6,0.0002,0.0003,-0.0001,0.0001,0.0002,0.0005
H KCA PO,0.0446,,mg/L,12.2,0.0006,0.0051,0.0016,0.0055,0.0044,0.0055
H KCA PO,0.0423,,mg/L,9.7,0.0005,0.0048,0.0019,0.0045,0.0054,0.0046
H KCA PO,0.0462,,mg/L,5.3,0.0003,0.0053,0.0015,0.005,0.0055,0.0054
PATRON,0.9882,,mg/L,0.9,0.0011,0.1178,0.0005,0.1183,0.1185,0.1166
H KCA PO,0.0445,,mg/L,5.9,0.0003,0.0051,0.0017,0.0048,0.0053,0.0053
H KCA PO,0.0458,,mg/L,5.4,0.0003,0.0052,0.0014,0.0051,0.0056,0.0051
PATRON,0.9802,,mg/L,0.7,0.0008,0.1169,0.001,0.1177,0.1168,0.116
BLANCO,-0.0028,,mg/L,32.1,0.0001,-0.0003,-0.0001,-0.0003,-0.0002,-0.0004
BLANCO REACTIVO,0,,mg/L,>100,0.0002,-0.0002,0.0001,-0.0004,-0.0002,0
M1 PO,0.0169,,mg/L,2.1,0,0.0019,0.0022,0.0019,0.002,0.0019
M2 PO,0.0519,,mg/L,5.3,0.0003,0.0059,0.0013,0.006,0.0062,0.0056
M3 PO,0.0512,,mg/L,2.8,0.0002,0.0059,0.0015,0.006,0.0057,0.0059
M4 PO,0.0481,,mg/L,6.3,0.0003,0.0055,0.0015,0.0054,0.0052,0.0059
PATRON,0.9822,,mg/L,0.8,0.0009,0.1171,0.0007,0.1181,0.1165,0.1167
P KCA PO,0.0443,,mg/L,8.3,0.0004,0.0051,0.0017,0.0046,0.0052,0.0055
PATRON,0.986,,mg/L,0.6,0.0007,0.1162,0.0012,0.1169,0.1163,0.1155
BLANCO,0.0042,,mg/L,69.1,0.0003,0.0005,0,0.0006,0.0001,0.0007
BLANCO REACTIVO,0,,mg/L,91.2,0.0003,0.0003,-0.0003,0.0006,0,0.0005
CELDA 8,0.0504,,mg/L,3.4,0.0002,0.0057,0.0019,0.0058,0.0058,0.0055
PATRON,0.9915,,mg/L,0.3,0.0003,0.1169,0.001,0.1165,0.117,0.1172
BLANCO,-0.0024,,mg/L,27.4,0.0001,-0.0003,0.0002,-0.0004,-0.0003,-0.0002
BLANCO REACTIVO,0,,mg/L,62.9,0.0002,-0.0003,0.0004,-0.0006,-0.0002,-0.0003
H KCA PE,0.0039,,mg/L,62.6,0.0003,-0.0004,0.0026,-0.0002,-0.0003,-0.0007
H KCA PE,0.0028,,mg/L,>100,0.0003,-0.0003,0.0025,-0.0007,-0.0001,-0.0001
H KCA PE,0.0054,,mg/L,21.8,0.0001,-0.0006,0.0027,-0.0006,-0.0007,-0.0005
PATRON,1.001,,mg/L,0.6,0.0007,0.1181,0.0018,0.1188,0.1181,0.1174
H KCA PE,0.0024,,mg/L,51.2,0.0001,-0.0003,0.0024,-0.0001,-0.0004,-0.0003
H KCA PE,0.0056,,mg/L,39.5,0.0003,-0.0006,0.0026,-0.0009,-0.0005,-0.0004
PATRON,0.9892,,mg/L,0.3,0.0004,0.1166,0.0016,0.1162,0.117,0.1167
BLANCO,-0.0007,,mg/L,>100,0.0001,-0.0001,0.0009,0.0001,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,79.6,0.0002,-0.0003,0.0005,-0.0005,-0.0003,-0.0001
M1 PE,0.001,,mg/L,54.2,0.0002,-0.0003,0.0024,-0.0003,-0.0001,-0.0004
M2 PE,0.001,,mg/L,>100,0.0004,-0.0003,0.0025,-0.0004,0.0002,-0.0007
M3 PE,0.001,,mg/L,37,0.0001,-0.0001,0.0025,-0.0001,-0.0002,-0.0002
M4 PE,0.001,,mg/L,>100,0.0002,-0.0001,0.0023,-0.0003,0.0001,-0.0001
PATRON,0.9865,,mg/L,0.5,0.0005,0.1163,0.0017,0.1168,0.1163,0.1158
P KCA PE,0.001,,mg/L,>100,0.0003,0,0.0024,-0.0003,-0.0001,0.0003
PATRON,0.9854,,mg/L,0.2,0.0003,0.1162,0.0014,0.1165,0.116,0.116
BLANCO,0.003,,mg/L,17.7,0.0001,0.0003,0.0006,0.0003,0.0004,0.0003
BLANCO REACTIVO,0,,mg/L,16.3,0.0001,-0.0006,0.0008,-0.0006,-0.0005,-0.0007
ELY 1,0.0002,,mg/L,>100,0.0003,0,0.0026,0.0003,-0.0001,-0.0001
ELY 2,0.001,,mg/L,>100,0.0002,-0.0001,0.0024,0,-0.0002,-0.0003
ELY 3,0.001,,mg/L,>100,0.0002,0,0.0028,0.0002,-0.0002,0
ELY 4,0.001,,mg/L,>100,0.0002,0,0.0029,-0.0001,0.0002,-0.0001
PATRON,1.0076,,mg/L,0.7,0.0008,0.1189,0.0018,0.1195,0.1191,0.118
ELY P,0.0049,,mg/L,22.4,0.0001,0.0005,0.0027,0.0007,0.0006,0.0004
PATRON,1.0118,,mg/L,0.5,0.0006,0.1194,0.0017,0.119,0.1201,0.119
BLANCO,0.0049,,mg/L,42,0.0002,0.0006,0.0009,0.0007,0.0003,0.0006
BLANCO REACTIVO,0,,mg/L,>100,0.0003,0,0.0003,0,-0.0003,0.0003
