PATRON,4.8781,,mg/L,0.3,0.0485,1,1,1,0.0486,0.0485,0.0484
BLANCO,0.0151,,mg/L,92.2,0.0002,1,1,1,0,0.0002,0.0003
BLANCO REACTIVO,0,,mg/L,2.6,-0.0039,1,1,1,-0.0037,-0.0039,-0.0039
FASE 1,0.0129,,mg/L,>100,0.0001,1,1,1,0.0004,0,0
FASE 2,0.0119,,mg/L,>100,0.0001,1,1,1,0.0003,-0.0001,0.0002
FASE 3,0.0038,,mg/L,>100,0,1,1,1,-0.0002,-0.0001,0.0004
VSP NORTE,0.0053,,mg/L,>100,0.0001,1,1,1,0,0.0002,0
CELDA 8.1,0.0191,,mg/L,80.4,0.0002,1,1,1,0.0004,0.0001,0.0001
CELDA 8.2,0.0015,,mg/L,>100,0,1,1,1,0.0001,-0.0002,0.0001
CELDA 8.3,0.0518,,mg/L,57,0.0005,1,1,1,0.0008,0.0002,0.0005
PATRON,4.9799,,mg/L,1.8,0.0495,1,1,1,0.0489,0.0505,0.0491
BLANCO,-0.0191,,mg/L,73.5,-0.0002,1,1,1,-0.0004,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,4.2,-0.004,1,1,1,-0.0042,-0.004,-0.0038
