Analista,NR,,,,,,,,
Fecha de inicio,09:44 a. m. 07/01/2026  GMT: 03:44 p. m. 07/01/2026,,,,,,,,
Hoja de trabajo,SA007591,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.5135,,mg/L,1,1.7,0.0196,0.0019,
Au,BLANCO,0.0065,,mg/L,1,>100,0.0002,0.0001,
Au,BLANCO REACTIVO,0,,mg/L,1,40.9,0.0003,-0.0002,
Au,SA007591-001,0.0811,,mg/L,1,3.2,0.0132,-0.0003,30.01
Au,SA007591-002,0.1151,,mg/L,1,2.2,0.0188,-0.0001,30
Au,SA007591-003,0.1902,,mg/L,1,0.4,0.0311,-0.0001,30.02
Au,SA007591-004,0.1431,,mg/L,1,1.8,0.0234,-0.0002,30
Au,SA007591-005,0.0135,,mg/L,1,8.7,0.0022,0.0002,3
Au,PATRON,0.4937,,mg/L,1,0.5,0.0188,0.0013,
Au,SA007591-006,0.2437,,mg/L,1,0.7,0.0398,-0.0001,30.02
Au,SA007591-007,0.0099,,mg/L,1,9.2,0.0016,0.0001,3
Au,SA007591-008,0.0076,,mg/L,1,20.6,0.0012,0.0008,30.03
Au,SA007591-009,0.1902,,mg/L,1,1.5,0.0311,0,30.03
Au,SA007591-010,0.172,,mg/L,1,1.2,0.0281,0.0001,3
Au,PATRON,0.5052,,mg/L,1,1,0.0192,0.0008,
Au,BLANCO,-0.0014,,mg/L,1,>100,-0.0001,0,
Au,BLANCO REACTIVO,0,,mg/L,1,44.6,0.0004,0.0006,
Au,SA007591-011,0.186,,mg/L,1,0.9,0.0304,0.0006,30
Au,SA007591-012,0.2213,,mg/L,1,1.1,0.0361,0.0005,3
Au,SA007591-013,0.1931,,mg/L,1,0.7,0.0316,0.0004,30.03
Au,SA007591-014,0.1309,,mg/L,1,2,0.0214,0.0001,30
Au,SA007591-015,0.3894,,mg/L,1,1.1,0.0637,-0.0001,30
Au,PATRON,0.5042,,mg/L,1,1.7,0.0192,0.001,
Au,SA007591-016,0.6221,,mg/L,1,0.2,0.1016,-0.0003,30
Au,SA007591-017,0.1817,,mg/L,1,1.5,0.0297,0.0004,30.01
Au,SA007591-018,0.3129,,mg/L,1,1.6,0.0511,0.0005,30.02
Au,SA007591-019,0.3161,,mg/L,1,0.2,0.0516,0.0004,30
Au,SA007591-020,0.2804,,mg/L,1,0.2,0.0458,0.0019,30.02
Au,PATRON,0.5101,,mg/L,1,2.6,0.0194,0.0013,
Au,BLANCO,0.0096,,mg/L,1,42.7,0.0004,-0.0001,
Au,BLANCO REACTIVO,0,,mg/L,1,6.8,-0.0004,0.0007,
Au,SA007591-021,0.1978,,mg/L,1,1,0.0323,0,30.03
Au,SA007591-022,0.2478,,mg/L,1,0.8,0.0405,0.0006,30.02
Au,SA007591-023,0.1996,,mg/L,1,1.2,0.0326,-0.0004,30
Au,SA007591-024,0.2385,,mg/L,1,1.5,0.039,-0.0003,30.01
Au,SA007591-025,0.306,,mg/L,1,0.4,0.05,0.0001,30.03
Au,PATRON,0.5014,,mg/L,1,2.6,0.0191,0.0014,
Au,SA007591-026,0.135,,mg/L,1,1.4,0.0221,0.0009,30.04
Au,SA007591-027,0.3096,,mg/L,1,1.7,0.0506,0.0008,30.03
Au,SA007591-028,0.2852,,mg/L,1,1.5,0.0466,0.0012,30
Au,SA007591-029,0.2738,,mg/L,1,1.3,0.0447,0.0004,30
Au,SA007591-030,0.2783,,mg/L,1,0.4,0.0455,0.0005,30.02
Au,PATRON,0.5131,,mg/L,1,1.9,0.0195,0.0016,
Au,BLANCO,0.0075,,mg/L,1,78.7,0.0003,0,
Au,BLANCO REACTIVO,0,,mg/L,1,7.6,0.0001,0.0002,
Au,SA007591-031,0.302,,mg/L,1,0.6,0.0494,0.0001,30.01
Au,SA007591-032,0.1262,,mg/L,1,1.4,0.0206,0.0002,30.03
Au,PATRON,0.4885,,mg/L,1,1.1,0.0186,0.0006,
Au,BLANCO,-0.0103,,mg/L,1,81.8,-0.0004,-0.0005,
Au,BLANCO REACTIVO,0,,mg/L,1,69.9,-0.0004,0.0002,
