Analista,MVG,,,,,,,,
Fecha de inicio,07:06 a. m. 20/02/2026  GMT: 01:06 p. m. 20/02/2026,,,,,,,,
Hoja de trabajo,SA008048,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.4879,,mg/L,1,2.2,0.0167,0.0007,
,BLANCO,0.0005,,mg/L,1,>100,0,0.0014,
,BLANCO REACTIVO,0,,mg/L,1,>100,0.0002,-0.0001,
,SA008048-001,0.2476,,mg/L,1,2.1,0.0368,0.0013,30.02
,SA008048-002,0.2349,,mg/L,1,2,0.0349,0.0011,30.03
,SA008048-003,0.1751,,mg/L,1,1.9,0.0258,0.0014,30
,SA008048-004,0.233,,mg/L,1,0.9,0.0345,0.0007,30
,SA008048-005,0.7171,,mg/L,1,0.2,0.1103,0.0041,30.02
,PATRON,0.4926,,mg/L,1,2.8,0.0168,0.0012,
,SA008048-006,0.233,,mg/L,1,1,0.0346,0.0006,30.01
,SA008048-007,0.0946,,mg/L,1,3.7,0.0138,0.0006,30.02
,SA008048-008,0.0462,,mg/L,1,13.6,0.0067,-0.0002,30.06
,SA008048-009,0.0526,,mg/L,1,4.5,0.0077,0.0006,30.03
,SA008048-010,0.2104,,mg/L,1,0.5,0.0312,0.0006,30.04
,PATRON,0.4768,,mg/L,1,3.1,0.0163,0.0006,
,BLANCO,-0.0251,,mg/L,1,12.5,-0.0008,0.0005,
,BLANCO REACTIVO,0,,mg/L,1,>100,-0.0001,0.0006,
,SA008048-011,0.0092,,mg/L,1,12.3,0.0013,0.0019,3
,SA008048-012,0.0443,,mg/L,1,3.9,0.0064,0.0022,30.02
,SA008048-013,0.0468,,mg/L,1,3.9,0.0068,0.002,30.02
,SA008048-014,0.055,,mg/L,1,2.6,0.008,0.0019,30.04
,SA008048-015,0.1595,,mg/L,1,2.3,0.0235,0.0021,30.02
,PATRON,0.4975,,mg/L,1,2.7,0.017,0.0003,
,SA008048-016,0.2884,,mg/L,1,1.2,0.043,0.0019,30.04
,SA008048-017,0.2371,,mg/L,1,0.4,0.0352,0.001,30.03
,SA008048-018,0.1532,,mg/L,1,1.7,0.0225,0.0007,30.01
,SA008048-019,0.1495,,mg/L,1,2.5,0.022,0.0003,30.01
,SA008048-020,0.2297,,mg/L,1,0.9,0.0341,0.0008,30.02
,PATRON,0.5146,,mg/L,1,0.9,0.0176,-0.0005,
,BLANCO,0.0147,,mg/L,1,>100,0.0005,0.0006,
,BLANCO REACTIVO,0,,mg/L,1,>100,0.0005,0.0003,
,SA008048-021,0.1859,,mg/L,1,0.9,0.0274,0.0009,30.02
,SA008048-022,0.0046,,mg/L,1,>100,0.0007,0.0004,30.03
,SA008048-023,0.4451,,mg/L,1,1.3,0.0672,-0.0001,30.01
,SA008048-024,0.4699,,mg/L,1,1,0.0711,-0.0006,30
,SA008048-025,0.2161,,mg/L,1,2,0.032,-0.0004,30
,PATRON,0.5007,,mg/L,1,0.7,0.0171,-0.0005,
,SA008048-026,0.1745,,mg/L,1,0.7,0.0257,0.0002,30.03
,SA008048-027,0.1829,,mg/L,1,1.3,0.027,0.0004,30
,SA008048-028,0.3353,,mg/L,1,0.4,0.0502,0.0004,30.02
,SA008048-029,0.2086,,mg/L,1,0.7,0.0309,-0.0005,30.01
,SA008048-030,0.6433,,mg/L,1,0.8,0.0985,0.0037,30.02
,PATRON,0.4795,,mg/L,1,1,0.0167,-0.0011,
,BLANCO,0.012,,mg/L,1,96,0.0004,0.0005,
,BLANCO REACTIVO,0,,mg/L,1,48.8,0.0008,0.0001,
,SA008048-031,0.154,,mg/L,1,1.9,0.023,0.0004,30
,SA008048-032,0.0598,,mg/L,1,2.9,0.0089,0.0009,30.03
,PATRON,0.5176,,mg/L,1,1.2,0.018,0.0006,
,BLANCO,-0.0127,,mg/L,1,18,-0.0004,-0.0008,
,BLANCO REACTIVO,0,,mg/L,1,15.9,0.0006,-0.0004,
