Analista,,,,,,,,,
Fecha de inicio,09/03/2023 02:06 a. m.  GMT: 09/03/2023 08:06 a. m.,,,,,,,,
Hoja de trabajo,SA000600_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0092,,mg/L,0.3,0.1314,0.1311,0.1318,0.1312
,BLANCO,-0.0002,,mg/L,>100,0,0.0001,-0.0002,0.0001
,BLANCO REACTIVO,0,,mg/L,26.6,0.0002,0.0002,0.0003,0.0002
,SA000600-001,2.3854,,mg/L,0.2,0.0126,0.0126,0.0126,0.0126
,SA000600-002,2.3683,,mg/L,0.3,0.0127,0.0127,0.0126,0.0127
,SA000600-003,2.468,,mg/L,0.4,0.0131,0.013,0.0131,0.0131
,SA000600-004,1.5909,,mg/L,0.8,0.0085,0.0086,0.0085,0.0085
,SA000600-005,26.5192,,mg/L,0.4,0.1382,0.1377,0.1387,0.1382
,PATRON,1.0039,,mg/L,0.4,0.1307,0.131,0.1301,0.1309
,SA000600-006,2.8812,,mg/L,0.6,0.0154,0.0155,0.0155,0.0153
,SA000600-007,1.6418,,mg/L,0.4,0.0088,0.0088,0.0088,0.0087
,SA000600-008,1.5412,,mg/L,0.9,0.0083,0.0082,0.0082,0.0084
,SA000600-009,1.4396,,mg/L,1.3,0.0076,0.0077,0.0076,0.0075
,SA000600-010,4.3308,,mg/L,0.1,0.0229,0.0229,0.0229,0.0229
,PATRON,0.9993,,mg/L,0.5,0.1301,0.1298,0.1308,0.1297
,BLANCO,-0.0001,,mg/L,>100,0,-0.0001,0,0
,BLANCO REACTIVO,0,,mg/L,46.4,0.0003,0.0002,0.0001,0.0004
,SA000600-011,2.7581,,mg/L,0.4,0.0147,0.0146,0.0147,0.0147
,SA000600-012,45.2445,,mg/L,0.2,0.2313,0.231,0.2318,0.2312
,SA000600-013,2.2488,,mg/L,1.1,0.0119,0.0118,0.012,0.0118
,SA000600-014,1.6428,,mg/L,0.4,0.0088,0.0088,0.0088,0.0088
,SA000600-015,1.8419,,mg/L,0.9,0.0099,0.01,0.0099,0.0098
,PATRON,1.0011,,mg/L,0.4,0.1303,0.1297,0.1307,0.1306
,SA000600-016,3.5229,,mg/L,0.4,0.0188,0.0187,0.0188,0.0188
,SA000600-017,0.0998,,mg/L,8.8,0.0005,0.0005,0.0005,0.0006
,SA000600-018,2.86,,mg/L,0.7,0.0151,0.015,0.0152,0.015
,SA000600-019,3.319,,mg/L,0.8,0.0177,0.0177,0.0176,0.0179
,SA000600-020,-0.0227,,mg/L,52.4,-0.0001,-0.0001,-0.0001,-0.0002
,PATRON,1.0072,,mg/L,0.5,0.1311,0.1309,0.1306,0.1318
,BLANCO,0.0001,,mg/L,>100,0,0,0.0001,0
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0003,0.0001,0
,SA000600-021,7.0511,,mg/L,0.1,0.0376,0.0375,0.0376,0.0375
,SA000600-022,2.134,,mg/L,1.2,0.0115,0.0116,0.0113,0.0115
,SA000600-023,3.0216,,mg/L,0.7,0.016,0.0159,0.016,0.0161
,SA000600-024,3.0328,,mg/L,0.1,0.0163,0.0163,0.0163,0.0163
,SA000600-025,1.611,,mg/L,0.7,0.0085,0.0085,0.0086,0.0086
,PATRON,1.0045,,mg/L,0.2,0.1308,0.1311,0.1306,0.1307
,SA000600-026,2.3796,,mg/L,1.5,0.0127,0.0129,0.0126,0.0125
,SA000600-027,3.8297,,mg/L,0.9,0.0204,0.0204,0.0206,0.0202
,SA000600-028,0.5743,,mg/L,3.1,0.0031,0.0031,0.0031,0.003
,SA000600-029,1.7149,,mg/L,0.8,0.0092,0.0092,0.0092,0.0091
,SA000600-030,2.008,,mg/L,1.1,0.0106,0.0107,0.0106,0.0105
,PATRON,0.9982,,mg/L,0.7,0.13,0.1307,0.1289,0.1303
,BLANCO,0.0002,,mg/L,>100,0,0,0.0001,-0.0001
,BLANCO REACTIVO,0,,mg/L,19.2,0.0002,0.0002,0.0002,0.0002
,SA000600-031,3.0411,,mg/L,1,0.0164,0.0162,0.0164,0.0165
,SA000600-032,4.4534,,mg/L,0.4,0.0235,0.0234,0.0235,0.0236
,PATRON,0.9974,,mg/L,0.3,0.1299,0.1298,0.1302,0.1296
,BLANCO,0.0003,,mg/L,>100,0,0.0001,0,0
,BLANCO REACTIVO,0,,mg/L,48.1,0.0002,0.0003,0.0001,0.0001
