PATRON,5.0378,,mg/L,0.4,0.0511,0.051,0.0513,0.051
BLANCO,0.0402,,mg/L,3.6,0.0004,0.0004,0.0004,0.0004
BLANCO REACTIVO,0,,mg/L,29.4,0.0005,0.0003,0.0006,0.0005
FASE 1,0.0323,,mg/L,37.4,0.0003,0.0002,0.0004,0.0004
FASE 2,0.0368,,mg/L,16.5,0.0004,0.0003,0.0004,0.0004
FASE 3,0.0462,,mg/L,16.8,0.0005,0.0005,0.0004,0.0005
VSP NORTE,0.0292,,mg/L,35.7,0.0003,0.0004,0.0002,0.0002
CELDA 8.1,0.0501,,mg/L,13.9,0.0005,0.0006,0.0004,0.0005
CELDA 8.2,0.0488,,mg/L,19.3,0.0005,0.0004,0.0005,0.0006
CELDA 8.3,0.1037,,mg/L,12.1,0.0011,0.0011,0.0012,0.0009
PATRON,4.9119,,mg/L,0.3,0.0499,0.0497,0.0501,0.0498
BLANCO,0.0233,,mg/L,23.5,0.0002,0.0003,0.0002,0.0003
BLANCO REACTIVO,0,,mg/L,10.4,0.0008,0.0009,0.0008,0.0007
