PATRON,0.0548,,mg/L,8.3,0.0028,-0.0005,0.0028,0.003,0.0026
BLANCO,0.0006,,mg/L,>100,0.0002,0,-0.0004,0.0005,0.0005
BLANCO REACTIVO,0,,mg/L,61.1,-0.0003,-0.0003,-0.0005,-0.0002,-0.0002
H KCA PO,0.0048,,mg/L,>100,0.0004,0.0043,0.0013,-0.0001,0
H KCA PO,0.0071,,mg/L,>100,0.0005,0.0038,-0.0005,0.0004,0.0017
H KCA PO,0.0077,,mg/L,63.7,0.0005,0.0039,0.0009,0.0002,0.0006
PATRON,0.0458,,mg/L,3.9,0.0024,0,0.0024,0.0024,0.0023
H KCA PO,0.013,,mg/L,>100,0.0008,0.0032,0.0017,0.0008,-0.0001
H KCA PO,0.0068,,mg/L,>100,0.0005,0.0041,0.0018,-0.0002,-0.0001
PATRON,0.0456,,mg/L,8.8,0.0024,-0.001,0.0024,0.0021,0.0025
BLANCO,-0.0021,,mg/L,>100,0.0001,0.0012,0.0003,0,0
BLANCO REACTIVO,0,,mg/L,31.1,-0.0008,0.0009,-0.0008,-0.001,-0.0006
M1 PO,0.0031,,mg/L,72.4,0.0003,0.0029,0.0001,0.0003,0.0006
M2 PO,0.0052,,mg/L,80.8,0.0004,0.0022,0.0008,0.0002,0.0002
M3 PO,0.0034,,mg/L,>100,0.0003,0.0016,-0.0001,0,0.0011
M4 PO,-0.0024,,mg/L,>100,0.0001,0.0026,-0.0001,-0.0004,0.0006
PATRON,0.0478,,mg/L,7.1,0.0025,-0.0003,0.0026,0.0023,0.0025
P KCA PO,0.0061,,mg/L,>100,0.0005,0.0021,0,-0.0002,0.0016
PATRON,0.0483,,mg/L,9.2,0.0025,-0.0003,0.0026,0.0027,0.0022
BLANCO,-0.0069,,mg/L,>100,-0.0002,-0.0002,0,0.0001,-0.0006
BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0003,0.0001,0.0002,0
CELDA 8,0.007,,mg/L,38.7,0.0005,0.0035,0.0007,0.0004,0.0004
CANAL,0.0029,,mg/L,>100,0.0003,0.0028,-0.0001,0,0.001
H KCA PE,0.0055,,mg/L,71.5,0.0004,0.0032,0.0008,0.0003,0.0002
H KCA PE,0.0025,,mg/L,>100,0.0003,0.0035,0.0007,0.0004,-0.0002
H KCA PE,0.0055,,mg/L,>100,0.0002,0.0031,0.0001,-0.0004,0.0007
PATRON,0.0469,,mg/L,6.6,0.0024,-0.001,0.0022,0.0025,0.0025
H KCA PE,0.0053,,mg/L,>100,0.0004,0.0029,0,0.0002,0.0011
H KCA PE,0.0003,,mg/L,>100,0.0002,0.0031,-0.0001,-0.0002,0.0009
PATRON,0.0496,,mg/L,2.5,0.0024,-0.0008,0.0024,0.0025,0.0024
BLANCO,-0.0104,,mg/L,25.6,-0.0003,-0.0006,-0.0003,-0.0004,-0.0003
BLANCO REACTIVO,0,,mg/L,>100,-0.0003,0.0001,0,-0.0006,-0.0002
M1 PE,0.0047,,mg/L,>100,0.0004,0.0032,0.0012,0,0
M2 PE,-0.0014,,mg/L,>100,0.0001,0.0033,-0.0001,-0.0001,0.0006
M3 PE,-0.0005,,mg/L,>100,0.0002,0.0029,0.0015,-0.0006,-0.0004
M4 PE,-0.0045,,mg/L,>100,0,0.0026,-0.0001,-0.0006,0.0005
PATRON,0.0533,,mg/L,58.5,0.0026,-0.0009,0.0037,0.0033,0.0009
P KCA PE,0.0051,,mg/L,>100,0.0004,0.0011,0.002,-0.0002,-0.0006
PATRON,0.0477,,mg/L,16.3,0.0023,-0.0008,0.0022,0.0028,0.0021
BLANCO,-0.0106,,mg/L,28.8,-0.0003,-0.0011,-0.0004,-0.0002,-0.0003
BLANCO REACTIVO,0,,mg/L,34.1,-0.0011,0.0001,-0.0008,-0.0015,-0.001
ELY 1,0.0012,,mg/L,>100,0.0003,0.0031,-0.0004,-0.0007,0.0019
ELY 2,0.0002,,mg/L,>100,0.0002,0.0031,0.0003,-0.0003,0.0008
ELY 3,-0.0058,,mg/L,>100,0,0.0049,0.0001,0,-0.0002
ELY 4,-0.0074,,mg/L,>100,-0.0001,0.0044,0,-0.0003,-0.0001
PATRON,0.0538,,mg/L,9,0.0026,-0.0003,0.0027,0.0028,0.0024
ELY P,0.0009,,mg/L,>100,0.0003,0.0025,-0.0009,-0.0001,0.0018
PATRON,0.0465,,mg/L,26.7,0.0023,0,0.0016,0.0027,0.0026
BLANCO,-0.0145,,mg/L,77.3,-0.0004,-0.0002,-0.0008,-0.0001,-0.0004
BLANCO REACTIVO,0,,mg/L,80.3,-0.0003,-0.0004,-0.0005,-0.0001,-0.0001
