PATRON,4.9001,,mg/L,0.8,0.0004,0.0534,-0.0022,0.053,0.0538,0.0532
BLANCO,0.0134,,mg/L,>100,0.0002,0.0001,-0.0024,0.0004,0.0001,0
BLANCO REACTIVO,0,,mg/L,29.1,0.0004,0.0015,-0.0008,0.0019,0.0011,0.0016
FASE 1,0.0131,,mg/L,>100,0.0003,0.0001,-0.0033,0.0003,-0.0002,0.0004
FASE 2,0.0125,,mg/L,>100,0.0003,0.0001,-0.0031,0.0004,0,0
FASE 3,0.0088,,mg/L,>100,0.0002,0.0001,-0.0029,-0.0001,0.0001,0.0003
VSP NORTE,0.0571,,mg/L,39.5,0.0003,0.0006,-0.003,0.0009,0.0007,0.0004
CELDA 8.1,-0.0058,,mg/L,>100,0.0002,-0.0001,-0.0029,-0.0002,0.0001,-0.0001
CELDA 8.2,0.0081,,mg/L,>100,0.0002,0.0001,-0.003,0,0.0003,0
CELDA 8.3,0.0181,,mg/L,>100,0.0005,0.0002,-0.003,0.0008,0.0001,-0.0002
PATRON,5.0973,,mg/L,0.3,0.0002,0.0555,-0.0024,0.0554,0.0556,0.0553
BLANCO,-0.0143,,mg/L,>100,0.0004,-0.0002,-0.0026,-0.0002,-0.0005,0.0002
BLANCO REACTIVO,0,,mg/L,21.4,0.0004,0.0017,-0.0015,0.0021,0.0014,0.0016
