PATRON,4.8614,,mg/L,0.5,0.0525,0.0522,0.0526,0.0527
BLANCO,-0.0199,,mg/L,68.1,-0.0002,-0.0004,-0.0001,-0.0003
BLANCO REACTIVO,0,,mg/L,4.6,0.0025,0.0024,0.0026,0.0024
FASE 1,0.0362,,mg/L,74.5,0.0004,0.0006,0.0006,0.0001
FASE 2,0.0244,,mg/L,>100,0.0003,0.0006,0.0001,0.0001
FASE 3,0.0368,,mg/L,39.3,0.0004,0.0006,0.0004,0.0003
VSP NORTE,0.0264,,mg/L,60.1,0.0003,0.0005,0.0003,0.0001
CELDA 8.1,0.0437,,mg/L,42.1,0.0005,0.0003,0.0006,0.0006
CELDA 8.2,0.0221,,mg/L,99.8,0.0002,0,0.0005,0.0002
CELDA 8.3,0.0181,,mg/L,21.9,0.0002,0.0002,0.0002,0.0002
PATRON,5.0412,,mg/L,1.8,0.0544,0.0533,0.0547,0.0552
BLANCO,0.0244,,mg/L,82.4,0.0003,0.0004,0,0.0004
BLANCO REACTIVO,0,,mg/L,23.7,0.002,0.0026,0.0019,0.0016
