PATRON,0.4908,,mg/L,0.6,0.0658,-0.0013,1,1,1,0.0653,0.0662,0.0659
BLANCO,0.0021,,mg/L,>100,0.0003,-0.001,1,1,1,0.0003,-0.0001,0.0008
BLANCO REACTIVO,0,,mg/L,68.4,0.0007,-0.0016,1,1,1,0.0002,0.001,0.001
H KCA PO,0.001,,mg/L,>100,0.0002,-0.0002,1,1,1,0.0004,0,0.0001
H KCA PO,-0.0026,,mg/L,>100,-0.0004,0.0001,1,1,1,-0.0004,0.0004,-0.0012
H KCA PO,-0.0016,,mg/L,>100,-0.0002,0.0001,1,1,1,-0.0002,0.0001,-0.0007
PATRON,0.4836,,mg/L,0.8,0.0649,-0.0026,1,1,1,0.0654,0.0649,0.0644
H KCA PO,0.0081,,mg/L,47.3,0.0012,0.0005,1,1,1,0.0009,0.0018,0.0008
H KCA PO,0.0071,,mg/L,46.6,0.001,0.0007,1,1,1,0.0006,0.0009,0.0015
PATRON,0.4838,,mg/L,0.7,0.0628,-0.0021,1,1,1,0.0626,0.0633,0.0625
BLANCO,0.0064,,mg/L,45.8,0.0009,-0.0015,1,1,1,0.0004,0.0012,0.0011
BLANCO REACTIVO,0,,mg/L,61.7,0.0009,-0.0014,1,1,1,0.0014,0.0004,0.0008
M1 PO,0.0004,,mg/L,>100,0.0001,0,1,1,1,-0.0002,0.0001,0.0002
M2 PO,0.0009,,mg/L,>100,0.0001,-0.0002,1,1,1,0.0001,0.0008,-0.0005
M3 PO,-0.0007,,mg/L,>100,-0.0001,0.0023,1,1,1,-0.0005,-0.0001,0.0003
M4 PO,-0.0007,,mg/L,>100,-0.0001,0.0022,1,1,1,0.0001,-0.0006,0.0003
PATRON,0.4901,,mg/L,0.6,0.0665,-0.0012,1,1,1,0.067,0.0662,0.0663
P KCA PO,0.0016,,mg/L,>100,0.0002,0.0019,1,1,1,-0.0002,0.0004,0.0005
PATRON,0.485,,mg/L,0.2,0.0658,-0.0013,1,1,1,0.0658,0.0658,0.066
BLANCO,0.0022,,mg/L,>100,0.0003,-0.0007,1,1,1,-0.0001,0.001,0.0001
BLANCO REACTIVO,0,,mg/L,>100,0,-0.0007,1,1,1,-0.0001,0.0003,-0.0002
CELDA 8,-0.0009,,mg/L,>100,-0.0001,0.0018,1,1,1,-0.0008,0.0003,0.0001
CANAL,0.001,,mg/L,>100,0.0001,0.0014,1,1,1,0.0006,-0.0002,0
FASE 1,-0.0003,,mg/L,>100,0,0.0016,1,1,1,-0.0003,0,0.0002
FASE 2,-0.0001,,mg/L,>100,0,0.0016,1,1,1,-0.0002,-0.0002,0.0004
FASE 3,-0.0026,,mg/L,95.4,-0.0004,0.0021,1,1,1,0,-0.0005,-0.0007
VSP NORTE,0.0007,,mg/L,>100,0.0001,0.0015,1,1,1,-0.0003,0.0004,0.0002
CELDA 8.1,-0.0003,,mg/L,>100,0,0.0019,1,1,1,0.0002,0.0002,-0.0005
CELDA 8.2,0.0009,,mg/L,>100,0.0001,0.0015,1,1,1,0.0005,0,-0.0002
CELDA 8.3,0.0011,,mg/L,>100,0.0002,0.0016,1,1,1,-0.0002,0.0004,0.0002
S. RICA,-0.0005,,mg/L,>100,-0.0001,0.0022,1,1,1,-0.0001,0.0003,-0.0005
PATRON,0.4866,,mg/L,1.6,0.066,-0.0012,1,1,1,0.0654,0.0654,0.0673
BLANCO,-0.0002,,mg/L,>100,0,-0.0007,1,1,1,0,0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0009,1,1,1,0.0001,-0.0003,0.0004
H KCA PE,0.004,,mg/L,86.2,0.0006,0.0021,1,1,1,0,0.0008,0.001
H KCA PE,-0.0003,,mg/L,>100,0,0.002,1,1,1,0.0001,-0.0004,0.0002
H KCA PE,-0.0024,,mg/L,99.9,-0.0004,0.0023,1,1,1,-0.0001,-0.0008,-0.0002
PATRON,0.4847,,mg/L,0.5,0.0662,-0.0017,1,1,1,0.0658,0.0664,0.0663
H KCA PE,0.0052,,mg/L,24.6,0.0008,0.0019,1,1,1,0.0007,0.001,0.0007
H KCA PE,0.0039,,mg/L,67,0.0006,0.0021,1,1,1,0.0008,0.0001,0.0008
PATRON,0.4886,,mg/L,1.3,0.0666,-0.0009,1,1,1,0.0676,0.0661,0.0662
BLANCO,0.0041,,mg/L,28.4,0.0006,-0.0009,1,1,1,0.0006,0.0008,0.0004
BLANCO REACTIVO,0,,mg/L,11.5,0.0011,-0.0015,1,1,1,0.001,0.001,0.0012
M1 PE,-0.0019,,mg/L,59.8,-0.0003,0.0007,1,1,1,-0.0004,-0.0004,-0.0001
M2 PE,-0.0012,,mg/L,>100,-0.0002,0.0006,1,1,1,0.0001,-0.0003,-0.0003
M3 PE,0.0006,,mg/L,>100,0.0001,0.0003,1,1,1,0.0002,-0.0001,0.0002
PATRON,0.4917,,mg/L,1.1,0.067,-0.003,1,1,1,0.0676,0.0673,0.0662
P KCA PE,0.0021,,mg/L,>100,0.0003,0,1,1,1,0.0009,-0.0002,0.0003
PATRON,0.4834,,mg/L,0.4,0.066,-0.0027,1,1,1,0.0658,0.0663,0.066
BLANCO,0.004,,mg/L,76.8,0.0006,-0.0032,1,1,1,0.0009,0.0001,0.0008
BLANCO REACTIVO,0,,mg/L,15.4,0.0015,-0.002,1,1,1,0.0013,0.0017,0.0016
TRITURADORA,-0.002,,mg/L,95.8,-0.0003,-0.0008,1,1,1,-0.0006,-0.0002,-0.0001
VICTORIA,-0.0021,,mg/L,>100,-0.0003,-0.0006,1,1,1,-0.0008,0.0002,-0.0004
CELDA 1,-0.0006,,mg/L,>100,-0.0001,-0.0007,1,1,1,0.0001,0.0001,-0.0005
CELDA 2,-0.003,,mg/L,>100,-0.0005,-0.0001,1,1,1,-0.0009,-0.0005,0
CELDA 3,-0.0014,,mg/L,>100,-0.0002,-0.0003,1,1,1,0.0001,-0.0004,-0.0003
PATRON,0.488,,mg/L,1,0.0666,-0.0037,1,1,1,0.0663,0.0673,0.066
BLANCO,-0.0014,,mg/L,>100,-0.0002,-0.0033,1,1,1,-0.0002,0.0003,-0.0007
BLANCO REACTIVO,0,,mg/L,19.7,0.0012,-0.0015,1,1,1,0.0012,0.0014,0.0009
CELDA 4A,-0.0011,,mg/L,>100,-0.0002,0.0005,1,1,1,-0.0001,0.0002,-0.0006
CELDA 4B,0.0007,,mg/L,>100,0.0001,0.0003,1,1,1,-0.0001,0.0002,0.0002
CELDA 5A,0.0011,,mg/L,>100,0.0002,0.0002,1,1,1,0.0001,0.0006,-0.0002
CELDA 5B,0.0044,,mg/L,44.2,0.0007,-0.0003,1,1,1,0.0009,0.0007,0.0003
PATRON,0.4835,,mg/L,0.8,0.066,-0.0031,1,1,1,0.0655,0.066,0.0665
BLANCO,0.0024,,mg/L,>100,0.0004,-0.0031,1,1,1,-0.0001,0.0003,0.0009
BLANCO REACTIVO,0,,mg/L,26,0.0013,-0.0017,1,1,1,0.0009,0.0014,0.0016
