PATRON,5.0076,,mg/L,0.7,0.101,0.1013,0.1015,0.1001
BLANCO,0.0014,,mg/L,>100,0,0,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0003,0,0
H,5.1373,,mg/L,0.8,0.1035,0.1044,0.1034,0.1028
C1,5.1458,,mg/L,1.4,0.1037,0.1021,0.1048,0.1042
C2,5.1044,,mg/L,0.7,0.1029,0.1027,0.1022,0.1037
PATRON,5.0149,,mg/L,0,0.1011,0.1011,0.1011,0.1011
BLANCO,0.0015,,mg/L,>100,0,0.0001,0,0
BLANCO REACTIVO,0,,mg/L,21.2,-0.0003,-0.0004,-0.0003,-0.0003
C3,5.2139,,mg/L,0.5,0.1051,0.1045,0.1051,0.1056
C4,5.1843,,mg/L,0.3,0.1045,0.1045,0.1042,0.1047
T,5.1493,,mg/L,0.8,0.1038,0.1028,0.1042,0.1043
PATRON,5.0232,,mg/L,0.3,0.1013,0.1012,0.1016,0.101
BLANCO,-0.0002,,mg/L,>100,0,0,0,-0.0001
BLANCO REACTIVO,0,,mg/L,22.2,-0.0004,-0.0004,-0.0005,-0.0003
DP1,0.0905,,mg/L,9.5,0.0019,0.002,0.0017,0.0018
DP2,0.0824,,mg/L,6.6,0.0017,0.0017,0.0018,0.0016
DP3,0.1602,,mg/L,2.9,0.0033,0.0032,0.0033,0.0034
PATRON,5.0582,,mg/L,0.1,0.102,0.1021,0.1019,0.1019
BLANCO,-0.0035,,mg/L,39.8,-0.0001,-0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,12.5,-0.0004,-0.0005,-0.0004,-0.0004
DP4,0.6507,,mg/L,1,0.0133,0.0133,0.0133,0.0135
DP5,0.4807,,mg/L,0.8,0.0099,0.0099,0.0099,0.0098
DP6,24.8613,,mg/L,0.8,0.462,0.458,0.463,0.4649
PATRON,5.0765,,mg/L,0.5,0.1023,0.1028,0.1018,0.1024
BLANCO,0.0005,,mg/L,>100,0,-0.0001,0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,21.7,-0.0004,-0.0004,-0.0005,-0.0003
ELY1,5.3437,,mg/L,0.3,0.1076,0.1073,0.1076,0.1079
ELY2,5.1848,,mg/L,0.9,0.1045,0.1035,0.1054,0.1045
ELY3,5.1587,,mg/L,0.6,0.104,0.1046,0.1038,0.1035
PATRON,5.0721,,mg/L,0.1,0.1023,0.1024,0.1021,0.1023
BLANCO,-0.0012,,mg/L,>100,0,0,0,-0.0001
BLANCO REACTIVO,0,,mg/L,8.4,-0.0005,-0.0004,-0.0005,-0.0005
ELY4,5.2711,,mg/L,1.1,0.1062,0.1064,0.1049,0.1072
ELY5,5.0913,,mg/L,0.3,0.1026,0.103,0.1025,0.1024
PATRON,5.024,,mg/L,0.4,0.1013,0.1013,0.1017,0.1009
BLANCO,-0.0032,,mg/L,22.5,-0.0001,-0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,22.8,-0.0008,-0.0008,-0.0009,-0.0006
