Analista,ACG,,,,,,,,
Fecha de inicio,05/04/2023 06:19 a. m.  GMT: 05/04/2023 12:19 p. m.,,,,,,,,
Hoja de trabajo,SA000880_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0031,,mg/L,0.4,0.1206,0.1203,0.1204,0.1212
,BLANCO,-0.0014,,mg/L,>100,-0.0002,-0.0004,-0.0001,0
,BLANCO REACTIVO,0,,mg/L,36.1,-0.0001,-0.0002,-0.0002,-0.0001
,SA000880-001,2.3783,,mg/L,0.3,0.0116,0.0116,0.0116,0.0116
,SA000880-002,7.6045,,mg/L,0.2,0.0367,0.0368,0.0367,0.0367
,SA000880-003,7.5249,,mg/L,1.3,0.0367,0.0366,0.0364,0.0373
,SA000880-004,7.7329,,mg/L,0.6,0.0373,0.037,0.0374,0.0374
,SA000880-005,0.0319,,mg/L,28,0.0002,0.0002,0.0001,0.0001
,PATRON,1.0012,,mg/L,0.5,0.1204,0.1207,0.1196,0.1208
,SA000880-006,26.2328,,mg/L,0.5,0.1273,0.1272,0.1279,0.1267
,SA000880-007,6.5722,,mg/L,0.6,0.0318,0.0316,0.0319,0.0319
,SA000880-008,6.4359,,mg/L,0.4,0.0312,0.0312,0.0314,0.0312
,SA000880-009,0.1451,,mg/L,16.2,0.0007,0.0007,0.0006,0.0008
,SA000880-010,6.4482,,mg/L,0.4,0.0311,0.0311,0.0311,0.0313
,PATRON,1.0009,,mg/L,0.6,0.1203,0.1204,0.1196,0.1211
,BLANCO,0.0001,,mg/L,>100,0,0.0001,0,0
,BLANCO REACTIVO,0,,mg/L,21.8,-0.0002,-0.0002,-0.0001,-0.0002
