PATRON,4.9193,,mg/L,1.1,0.0508,1,1,1,0.0503,0.0507,0.0514
BLANCO,-0.0806,,mg/L,10.3,-0.0009,1,1,1,-0.0008,-0.0008,-0.0009
BLANCO REACTIVO,0,,mg/L,23.4,-0.001,1,1,1,-0.001,-0.0007,-0.0011
FASE 1,0.019,,mg/L,26.9,0.0002,1,1,1,0.0002,0.0002,0.0001
FASE 2,0.0959,,mg/L,14.2,0.001,1,1,1,0.0012,0.0009,0.001
FASE 3,0.0906,,mg/L,15.8,0.001,1,1,1,0.0008,0.0011,0.001
VSP NORTE,0.0684,,mg/L,34.8,0.0007,1,1,1,0.0004,0.0009,0.0009
CELDA 8.1,0.0741,,mg/L,22.5,0.0008,1,1,1,0.0006,0.0008,0.0009
CELDA 8.2,0.0698,,mg/L,1.9,0.0007,1,1,1,0.0008,0.0007,0.0007
CELDA 8.3,0.1138,,mg/L,3.3,0.0012,1,1,1,0.0012,0.0012,0.0012
PATRON,5.0107,,mg/L,0.5,0.0517,1,1,1,0.0519,0.0515,0.0518
BLANCO,0.0382,,mg/L,32.5,0.0004,1,1,1,0.0004,0.0005,0.0003
BLANCO REACTIVO,0,,mg/L,34.1,-0.0006,1,1,1,-0.0006,-0.0004,-0.0007
