PATRON,0.0539,,mg/L,8.2,0.0026,-0.0017,0.0025,0.0029,0.0025
BLANCO,0.0029,,mg/L,94.5,0.0002,0,0.0001,0.0001,0.0004
BLANCO REACTIVO,0,,mg/L,>100,-0.0001,-0.0001,0.0001,-0.0002,0
H KCA PO,0.0499,,mg/L,11.2,0.0025,0.0015,0.0027,0.0025,0.0022
H KCA PO,0.0492,,mg/L,6.6,0.0024,0.0016,0.0024,0.0026,0.0023
H KCA PO,0.0513,,mg/L,8.7,0.0025,0.0014,0.0024,0.0023,0.0028
PATRON,0.0508,,mg/L,3.8,0.0021,-0.0015,0.0022,0.0022,0.0021
H KCA PO,0.047,,mg/L,10.1,0.0023,0.0011,0.0024,0.0021,0.0025
H KCA PO,0.047,,mg/L,1.3,0.002,0.0019,0.002,0.002,0.0019
PATRON,0.052,,mg/L,8.5,0.0022,-0.002,0.0024,0.002,0.0022
BLANCO,0.002,,mg/L,>100,-0.0001,0.0002,-0.0002,0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,96.6,-0.0001,0.0001,-0.0003,-0.0002,0
M1 PO,0.043,,mg/L,6.1,0.0018,0.0019,0.0018,0.0019,0.0017
M2 PO,0.0376,,mg/L,8,0.0015,0.0018,0.0017,0.0015,0.0014
M3 PO,0.0267,,mg/L,9.3,0.001,0.0017,0.0011,0.001,0.0009
M4 PO,0.0224,,mg/L,32.8,0.0008,0.0015,0.0009,0.0011,0.0005
PATRON,0.0522,,mg/L,10.7,0.0022,-0.0016,0.0023,0.0024,0.0019
P KCA PO,0.0156,,mg/L,28.9,0.0005,0.0021,0.0006,0.0003,0.0006
PATRON,0.0542,,mg/L,6.1,0.0029,-0.0018,0.003,0.0027,0.0029
BLANCO,0.0051,,mg/L,35,0.0004,-0.0002,0.0003,0.0005,0.0006
BLANCO REACTIVO,0,,mg/L,30.7,0.0005,-0.0004,0.0006,0.0004,0.0004
CELDA 8,0.034,,mg/L,5.2,0.0014,0.0019,0.0014,0.0014,0.0013
CANAL,0.079,,mg/L,6.7,0.0035,0.001,0.0032,0.0036,0.0036
FASE 1,0.0308,,mg/L,1.7,0.0017,0.0017,0.0017,0.0017,0.0017
FASE 2,0.0287,,mg/L,17.1,0.0016,0.0014,0.0019,0.0017,0.0013
FASE 3,0.0415,,mg/L,9.6,0.0022,0.0017,0.0021,0.0025,0.0022
VSP NORTE,0.0351,,mg/L,14.3,0.0019,0.0016,0.0019,0.0022,0.0017
