PATRON,5.076,,mg/L,1.1,0.0541,1,1,1,0.0537,0.0538,0.0548
BLANCO,0.0807,,mg/L,33.7,0.0009,1,1,1,0.0012,0.0007,0.0008
BLANCO REACTIVO,0,,mg/L,34.5,0.0009,1,1,1,0.0006,0.001,0.0012
FASE 1,0.0053,,mg/L,>100,0.0001,1,1,1,-0.0001,0.0003,0
PATRON,4.9406,,mg/L,0.3,0.0527,1,1,1,0.0527,0.0525,0.0528
FASE 2,0.0215,,mg/L,90,0.0002,1,1,1,0,0.0004,0.0004
FASE 3,0.0902,,mg/L,17.5,0.001,1,1,1,0.0008,0.001,0.0012
PATRON,5.0073,,mg/L,0.6,0.0534,1,1,1,0.0537,0.0531,0.0532
BLANCO,0.0214,,mg/L,>100,0.0002,1,1,1,0,0.0001,0.0006
BLANCO REACTIVO,0,,mg/L,28.2,0.0011,1,1,1,0.0008,0.001,0.0014
VSP NORTE,0.0426,,mg/L,68.6,0.0005,1,1,1,0.0003,0.0002,0.0008
CELDA 8.1,0.0621,,mg/L,22.9,0.0007,1,1,1,0.0009,0.0006,0.0006
CELDA 8.2,0.0729,,mg/L,47.9,0.0008,1,1,1,0.0011,0.0004,0.0009
CELDA 8.3,1.9927,,mg/L,0.8,0.0217,1,1,1,0.0216,0.0219,0.0216
PATRON,5.2332,,mg/L,0.6,0.0557,1,1,1,0.0553,0.0557,0.056
BLANCO,0.0883,,mg/L,22.6,0.001,1,1,1,0.0011,0.0007,0.0011
BLANCO REACTIVO,0,,mg/L,12.5,0.0021,1,1,1,0.0024,0.0019,0.002
