PATRON,0.1921,,mg/L,13.4,0.0091,-0.0005,1,1,1,0.0104,0.008,0.0089
BLANCO,-0.0072,,mg/L,8.1,-0.0009,0.0004,1,1,1,-0.0009,-0.0009,-0.0008
BLANCO REACTIVO,0,,mg/L,>100,-0.0005,0,1,1,1,-0.0009,0.0005,-0.0012
CELDA 8,0.0218,,mg/L,>100,0.0006,0.0044,1,1,1,0.0007,0.0012,-0.0001
CANAL,0.0073,,mg/L,>100,-0.0001,0.0041,1,1,1,0.0003,-0.0005,-0.0002
FASE 1,0.0325,,mg/L,31.2,0.0011,0.0037,1,1,1,0.0012,0.0014,0.0007
PATRON,0.1907,,mg/L,1.8,0.009,0.0001,1,1,1,0.0092,0.0089,0.009
FASE 2,0.0328,,mg/L,84.5,0.0011,0.0041,1,1,1,0.0022,0.0008,0.0004
FASE 3,0.0166,,mg/L,87.5,0.0003,0.0028,1,1,1,0.0006,0.0002,0.0001
PATRON,0.1964,,mg/L,2.4,0.0093,-0.0005,1,1,1,0.0091,0.0096,0.0093
BLANCO,0.0022,,mg/L,>100,-0.0004,-0.0002,1,1,1,-0.0016,0.0013,-0.0009
BLANCO REACTIVO,0,,mg/L,>100,-0.0007,-0.0006,1,1,1,-0.0008,0.0002,-0.0016
VSP NORTE,0.0442,,mg/L,29,0.0017,0.0038,1,1,1,0.0022,0.0012,0.0017
CELDA 8.1,0.0166,,mg/L,>100,0.0003,0.0034,1,1,1,-0.0002,0.0007,0.0004
CELDA 8.2,0.0002,,mg/L,44.1,-0.0005,0.0044,1,1,1,-0.0006,-0.0002,-0.0006
CELDA 8.3,-0.0091,,mg/L,71.9,-0.001,0.0059,1,1,1,-0.0013,-0.0002,-0.0014
PATRON,0.1831,,mg/L,4.8,0.0087,0,1,1,1,0.009,0.0087,0.0082
S. RICA,0.0203,,mg/L,>100,0.0005,0.0039,1,1,1,0.0006,-0.0005,0.0014
PATRON,0.183,,mg/L,4.5,0.0087,-0.0001,1,1,1,0.009,0.0082,0.0087
BLANCO,0.0046,,mg/L,>100,-0.0003,0,1,1,1,0,-0.0012,0.0003
BLANCO REACTIVO,0,,mg/L,3.8,-0.0088,0.0006,1,1,1,-0.0088,-0.0085,-0.0092
TRITURADORA,-0.0083,,mg/L,56.2,-0.0009,0.0039,1,1,1,-0.0015,-0.0005,-0.0008
VICTORIA,-0.0189,,mg/L,23.6,-0.0015,0.0037,1,1,1,-0.0013,-0.0018,-0.0012
CELDA 1,-0.0076,,mg/L,12.5,-0.0009,0.004,1,1,1,-0.0009,-0.001,-0.0008
CELDA 2,0.0049,,mg/L,>100,-0.0003,0.0032,1,1,1,-0.001,0.0006,-0.0004
CELDA 3,0.009,,mg/L,>100,-0.0001,0.0029,1,1,1,-0.0002,-0.0004,0.0004
CELDA 4A,-0.0075,,mg/L,46.1,-0.0009,0.0034,1,1,1,-0.0006,-0.0013,-0.0007
CELDA 4B,0.0007,,mg/L,>100,-0.0005,0.0033,1,1,1,-0.0011,0.0003,-0.0006
CELDA 5A,-0.0065,,mg/L,>100,-0.0008,0.0037,1,1,1,-0.0019,0.0001,-0.0007
CELDA 5B,-0.0038,,mg/L,77.2,-0.0007,0.0033,1,1,1,-0.0002,-0.0006,-0.0013
PATRON,0.1972,,mg/L,7.2,0.0094,0.0083,1,1,1,0.0101,0.0088,0.0091
BLANCO,-0.01,,mg/L,47.6,-0.001,-0.001,1,1,1,-0.0006,-0.0015,-0.0009
BLANCO REACTIVO,0,,mg/L,34.5,-0.0015,-0.001,1,1,1,-0.0021,-0.0011,-0.0013
