PATRON,0.4822,,mg/L,0.3,0.0552,0.0003,1,1,1,0.055,0.0552,0.0553
BLANCO,-0.0018,,mg/L,71.1,-0.0002,0,1,1,1,-0.0001,-0.0004,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,-0.0005,-0.0002,1,1,1,-0.0004,0.0003,-0.0013
CELDA 8,0.0033,,mg/L,87.1,0.0004,0.0021,1,1,1,0.0001,0.0008,0.0003
CANAL,-0.0021,,mg/L,>100,-0.0002,0.0023,1,1,1,0.0005,-0.0009,-0.0004
FASE 1,-0.0019,,mg/L,>100,-0.0002,0.0024,1,1,1,0.0005,-0.0016,0.0004
PATRON,0.4949,,mg/L,1.9,0.0566,0.0007,1,1,1,0.0556,0.0565,0.0577
FASE 2,-0.0027,,mg/L,62.4,-0.0003,0.0025,1,1,1,-0.0001,-0.0005,-0.0003
FASE 3,-0.0028,,mg/L,>100,-0.0003,0.002,1,1,1,-0.0014,0.0002,0.0002
PATRON,0.5023,,mg/L,1.1,0.0574,0.0001,1,1,1,0.0582,0.0569,0.0572
BLANCO,-0.007,,mg/L,21.9,-0.0008,0.0007,1,1,1,-0.001,-0.0007,-0.0007
BLANCO REACTIVO,0,,mg/L,>100,-0.0007,-0.0003,1,1,1,-0.0012,0.0004,-0.0014
VSP NORTE,-0.0024,,mg/L,>100,-0.0003,0.003,1,1,1,0.0001,-0.0001,-0.0008
CELDA 8.1,0.0076,,mg/L,>100,0.0009,0.0018,1,1,1,0.0019,0.0001,0.0007
CELDA 8.2,0.0012,,mg/L,>100,0.0001,0.0026,1,1,1,-0.0001,0.0007,-0.0002
CELDA 8.3,0.004,,mg/L,>100,0.0005,0.0029,1,1,1,-0.0001,-0.0003,0.0019
PATRON,0.4962,,mg/L,0.8,0.0567,0.0015,1,1,1,0.0569,0.0563,0.057
S. RICA,-0.0004,,mg/L,>100,0,0.0029,1,1,1,-0.0001,-0.0003,0.0002
PATRON,0.5065,,mg/L,0.9,0.0579,0.0008,1,1,1,0.0574,0.0584,0.0578
BLANCO,0.007,,mg/L,>100,0.0008,-0.0006,1,1,1,0,0.003,-0.0005
BLANCO REACTIVO,0,,mg/L,>100,-0.0002,-0.0011,1,1,1,-0.0001,-0.0001,-0.0005
TRITURADORA,-0.0009,,mg/L,>100,-0.0001,0.0017,1,1,1,-0.001,0,0.0006
VICTORIA,-0.0041,,mg/L,58.5,-0.0005,0.0017,1,1,1,-0.0002,-0.0007,-0.0006
CELDA 1,-0.002,,mg/L,75.8,-0.0002,0.0017,1,1,1,-0.0003,0,-0.0004
CELDA 2,0.0001,,mg/L,>100,0,0.0017,1,1,1,0.0003,0,-0.0003
CELDA 3,-0.0008,,mg/L,>100,-0.0001,0.0018,1,1,1,0.0004,0.0003,-0.001
CELDA 4A,0.0008,,mg/L,>100,0.0001,0.0019,1,1,1,0.0007,-0.0001,-0.0004
CELDA 4B,-0.0023,,mg/L,>100,-0.0003,0.0023,1,1,1,-0.0005,-0.0007,0.0003
CELDA 5A,0.003,,mg/L,>100,0.0004,0.0018,1,1,1,0.0003,0.0007,0
CELDA 5B,0.0074,,mg/L,34.1,0.0009,0.001,1,1,1,0.0009,0.0012,0.0006
PATRON,0.5027,,mg/L,0.5,0.0575,-0.001,1,1,1,0.0573,0.0578,0.0573
BLANCO,0.004,,mg/L,63.2,0.0005,-0.0015,1,1,1,0.0006,0.0007,0.0001
BLANCO REACTIVO,0,,mg/L,33.8,-0.0005,-0.0009,1,1,1,-0.0004,-0.0005,-0.0007
