PATRON,5.0289,,mg/L,1.5,0.0519,0.0512,0.0519,0.0527
BLANCO,-0.0174,,mg/L,77.1,-0.0002,-0.0001,-0.0004,-0.0002
BLANCO REACTIVO,0,,mg/L,12.9,0.001,0.001,0.001,0.0008
FASE 1,0.0551,,mg/L,34.6,0.0005,0.0006,0.0003,0.0006
FASE 2,0.0407,,mg/L,15.3,0.0004,0.0004,0.0003,0.0004
FASE 3,0.045,,mg/L,28.2,0.0004,0.0003,0.0005,0.0003
VSP NORTE,0.0367,,mg/L,30,0.0003,0.0004,0.0003,0.0002
CELDA 8.1,0.0088,,mg/L,>100,0.0001,-0.0001,0.0003,0.0001
CELDA 8.2,0.0103,,mg/L,94.8,0.0001,0.0001,0,0.0003
CELDA 8.3,0.0221,,mg/L,61.2,0.0003,0.0003,0.0004,0.0001
PATRON,4.966,,mg/L,0.5,0.0447,0.0446,0.0446,0.045
BLANCO,0.014,,mg/L,>100,0.0001,0.0006,0,-0.0002
BLANCO REACTIVO,0,,mg/L,21.9,-0.0003,-0.0002,-0.0003,-0.0004
