Analista,NR,,,,,,,,
Fecha de inicio,11:53 a. m. 12/01/2026  GMT: 05:53 p. m. 12/01/2026,,,,,,,,
Hoja de trabajo,SA007638,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.512,,mg/L,1,2.2,0.0185,0.001,
Au,BLANCO,-0.0036,,mg/L,1,92.7,-0.0001,-0.0004,
Au,BLANCO REACTIVO,0,,mg/L,1,14.5,0.0008,-0.0013,
Au,SA007638-001,0.0728,,mg/L,1,2,0.0113,-0.0016,30
Au,SA007638-002,0.2234,,mg/L,1,0.6,0.0349,-0.0012,30.02
Au,SA007638-003,0.2536,,mg/L,1,0.3,0.0397,-0.0013,30.01
Au,SA007638-004,0.2028,,mg/L,1,2,0.0317,-0.001,30.03
Au,SA007638-005,0.0483,,mg/L,1,0.7,0.0075,-0.0007,30.03
Au,PATRON,0.5047,,mg/L,1,0.3,0.0183,-0.0001,
Au,SA007638-006,0.2055,,mg/L,1,2.1,0.0321,-0.0013,30.01
Au,SA007638-007,0.2126,,mg/L,1,1.6,0.0333,-0.0014,30.03
Au,SA007638-008,0.0402,,mg/L,1,3.5,0.0062,-0.0015,30
Au,SA007638-009,0.0529,,mg/L,1,0.9,0.0082,-0.0013,30
Au,SA007638-010,0.0211,,mg/L,1,8.2,0.0032,-0.0015,30
Au,PATRON,0.4993,,mg/L,1,1.5,0.0181,0.0001,
Au,BLANCO,-0.0045,,mg/L,1,51.7,-0.0002,-0.0018,
Au,BLANCO REACTIVO,0,,mg/L,1,53.6,0.0007,-0.0012,
Au,SA007638-011,0.0582,,mg/L,1,3.1,0.009,-0.001,30.04
Au,SA007638-012,0.1298,,mg/L,1,1,0.0202,-0.0016,30
Au,SA007638-013,0.0704,,mg/L,1,1.5,0.0109,-0.0006,30.01
Au,SA007638-014,0.0788,,mg/L,1,2.3,0.0122,-0.0007,30
Au,SA007638-015,0.1287,,mg/L,1,0.4,0.02,-0.0012,30.03
Au,PATRON,0.5048,,mg/L,1,0.8,0.0183,-0.0004,
Au,SA007638-016,0.1481,,mg/L,1,2.3,0.0231,-0.0014,30.03
Au,SA007638-017,0.1008,,mg/L,1,1.7,0.0156,-0.001,30
Au,SA007638-018,0.0959,,mg/L,1,1.6,0.0149,-0.0015,30
Au,SA007638-019,0.1533,,mg/L,1,1.3,0.0239,-0.0011,30
Au,SA007638-020,0.1672,,mg/L,1,0.4,0.0261,-0.001,30.02
Au,PATRON,0.5058,,mg/L,1,1,0.0183,-0.0002,
Au,BLANCO,-0.0029,,mg/L,1,>100,-0.0001,-0.0022,
Au,BLANCO REACTIVO,0,,mg/L,1,34.8,-0.0004,-0.0011,
Au,SA007638-021,0.0042,,mg/L,1,46.4,0.0006,-0.0013,3
Au,SA007638-022,0.0028,,mg/L,1,16.9,0.0004,-0.001,30.02
Au,SA007638-023,0.065,,mg/L,1,2.1,0.01,-0.0009,30.01
Au,SA007638-024,0.0035,,mg/L,1,30.5,0.0005,-0.0015,30.01
Au,SA007638-025,0.3613,,mg/L,1,1,0.057,-0.0013,30.01
Au,PATRON,0.5137,,mg/L,1,2,0.0186,0.0011,
Au,SA007638-026,0.2077,,mg/L,1,27.5,0.0324,0.0002,30
Au,PATRON,0.4971,,mg/L,1,1.8,0.018,0.0002,
Au,BLANCO,0.0009,,mg/L,1,>100,0,-0.0018,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,0.0003,-0.0011,
