PATRON,5.0052,,mg/L,3.5,0.0543,1,1,1,0.0553,0.0554,0.0521
BLANCO,0.0102,,mg/L,40.4,0.0001,1,1,1,0.0001,0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,15.7,0.0004,1,1,1,0.0005,0.0003,0.0004
FASE 1,-0.0024,,mg/L,>100,0,1,1,1,-0.0002,0.0001,0
PATRON,5.0362,,mg/L,1.1,0.0546,1,1,1,0.0545,0.0552,0.0541
FASE 2,0.0174,,mg/L,23.3,0.0002,1,1,1,0.0002,0.0001,0.0002
FASE 3,0.0197,,mg/L,76.7,0.0002,1,1,1,0.0002,0.0001,0.0004
PATRON,5.0027,,mg/L,0.9,0.0542,1,1,1,0.0545,0.0545,0.0537
BLANCO,-0.004,,mg/L,>100,0,1,1,1,0,-0.0002,0
BLANCO REACTIVO,0,,mg/L,79.4,0.0004,1,1,1,0.0002,0.0002,0.0007
VSP NORTE,0.0072,,mg/L,>100,0.0001,1,1,1,-0.0001,0.0004,0
CELDA 8.1,0.0392,,mg/L,29,0.0004,1,1,1,0.0003,0.0005,0.0005
CELDA 8.2,0.0347,,mg/L,40.2,0.0004,1,1,1,0.0002,0.0005,0.0004
CELDA 8.3,3.6038,,mg/L,0.8,0.0392,1,1,1,0.0391,0.0396,0.039
PATRON,4.9828,,mg/L,0.7,0.054,1,1,1,0.0537,0.054,0.0544
BLANCO,0.0112,,mg/L,97.1,0.0001,1,1,1,0.0002,0,0.0002
BLANCO REACTIVO,0,,mg/L,49.1,0.0005,1,1,1,0.0004,0.0008,0.0003
