PATRON,0.5051,,mg/L,1,0.0608,-0.0004,1,1,1,0.0612,0.0611,0.0601
BLANCO,0.0064,,mg/L,76.5,0.0008,-0.0013,1,1,1,0.0003,0.0014,0.0006
BLANCO REACTIVO,0,,mg/L,17.8,0.0006,-0.0012,1,1,1,0.0006,0.0008,0.0005
CELDA 8,0.0043,,mg/L,41.6,0.0005,-0.0003,1,1,1,0.0003,0.0005,0.0007
CANAL,0.0061,,mg/L,12.3,0.0007,-0.0008,1,1,1,0.0008,0.0007,0.0007
FASE 1,0.008,,mg/L,51.1,0.001,-0.0009,1,1,1,0.0009,0.0015,0.0005
PATRON,0.5124,,mg/L,2.2,0.0617,-0.0029,1,1,1,0.0611,0.0607,0.0632
FASE 2,0.0008,,mg/L,>100,0.0001,-0.0005,1,1,1,0.0011,-0.0007,-0.0001
FASE 3,-0.0001,,mg/L,>100,0,-0.0012,1,1,1,0.0001,0.0003,-0.0004
PATRON,0.4988,,mg/L,0.4,0.0581,0.0001,1,1,1,0.0579,0.0583,0.0582
BLANCO,0.0078,,mg/L,30.3,0.0009,-0.0012,1,1,1,0.0013,0.0007,0.0008
BLANCO REACTIVO,0,,mg/L,>100,-0.0002,0,1,1,1,-0.0007,0.0005,-0.0003
VSP NORTE,0.0022,,mg/L,>100,0.0003,0.0022,1,1,1,0.0007,0.0002,-0.0001
CELDA 8.1,0.0051,,mg/L,>100,0.0006,0.0018,1,1,1,0.0011,-0.0007,0.0014
CELDA 8.2,0.0043,,mg/L,84.5,0.0005,0.0017,1,1,1,0.0005,0.0001,0.001
CELDA 8.3,-0.0031,,mg/L,15,-0.0004,0.0034,1,1,1,-0.0004,-0.0003,-0.0004
PATRON,0.5024,,mg/L,1.4,0.063,-0.0002,1,1,1,0.0638,0.0632,0.0621
S. RICA,0.0001,,mg/L,>100,0,0.0026,1,1,1,-0.0002,0.0006,-0.0003
PATRON,0.5025,,mg/L,0.6,0.063,0,1,1,1,0.0632,0.0633,0.0626
BLANCO,0.0026,,mg/L,>100,0.0003,-0.0005,1,1,1,0.0011,-0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,81.5,0.0006,-0.0009,1,1,1,0.0011,0.0001,0.0006
TRITURADORA,-0.0032,,mg/L,>100,-0.0004,0.0014,1,1,1,-0.0002,0.0003,-0.0013
VICTORIA,-0.001,,mg/L,25.9,-0.0001,0.0011,1,1,1,-0.0001,-0.0002,-0.0001
CELDA 1,0.0022,,mg/L,>100,0.0003,0.0007,1,1,1,-0.0005,0.0015,-0.0001
CELDA 2,0.0031,,mg/L,>100,0.0004,0.0007,1,1,1,0.0017,-0.0001,-0.0005
CELDA 3,0.0002,,mg/L,>100,0,0.0013,1,1,1,-0.0003,-0.0001,0.0005
CELDA 4A,-0.001,,mg/L,>100,-0.0001,0.0015,1,1,1,-0.0001,0,-0.0003
CELDA 4B,-0.0009,,mg/L,>100,-0.0001,0.0016,1,1,1,0.0003,-0.0014,0.0008
CELDA 5A,-0.0001,,mg/L,>100,0,0.0012,1,1,1,-0.0001,0.0003,-0.0002
CELDA 5B,-0.0005,,mg/L,>100,-0.0001,0.0013,1,1,1,-0.0009,0.0001,0.0006
PATRON,0.498,,mg/L,3.6,0.0625,-0.0018,1,1,1,0.0605,0.0649,0.0621
BLANCO,-0.0051,,mg/L,65.2,-0.0006,-0.0012,1,1,1,-0.0009,-0.0009,-0.0002
BLANCO REACTIVO,0,,mg/L,71.6,0.001,-0.0016,1,1,1,0.0005,0.0018,0.0007
