PATRON,5.0743,,mg/L,0.7,0.0476,1,1,1,0.0473,0.048,0.0477
BLANCO,-0.0136,,mg/L,41.4,-0.0001,1,1,1,-0.0001,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,6.4,-0.0032,1,1,1,-0.0029,-0.0033,-0.0033
FASE 1,0.0139,,mg/L,97.6,0.0001,1,1,1,0.0001,0,0.0003
FASE 2,0.0098,,mg/L,84.3,0.0001,1,1,1,0.0002,0.0001,0
FASE 3,0.0021,,mg/L,>100,0,1,1,1,-0.0001,0.0002,0
VSP NORTE,0.0044,,mg/L,>100,0,1,1,1,0,0.0001,0
CELDA 8.1,0.0162,,mg/L,46.2,0.0001,1,1,1,0.0001,0.0001,0.0002
CELDA 8.2,0.0355,,mg/L,79.2,0.0003,1,1,1,0.0006,0.0002,0.0002
CELDA 8.3,0.1149,,mg/L,18.7,0.0011,1,1,1,0.001,0.0009,0.0013
PATRON,5.0976,,mg/L,0.8,0.0479,1,1,1,0.0476,0.0483,0.0476
BLANCO,-0.0188,,mg/L,86,-0.0002,1,1,1,0,-0.0003,-0.0002
BLANCO REACTIVO,0,,mg/L,6.4,-0.0028,1,1,1,-0.0028,-0.0026,-0.0029
