PATRON,4.8508,,mg/L,1.3,0.0516,1,1,1,0.0513,0.0511,0.0523
BLANCO,0.0371,,mg/L,37.1,0.0004,1,1,1,0.0002,0.0004,0.0005
BLANCO REACTIVO,0,,mg/L,26.3,0.0015,1,1,1,0.0015,0.0018,0.0011
FASE 1,0.0763,,mg/L,10.3,0.0008,1,1,1,0.0008,0.0008,0.0009
PATRON,4.9872,,mg/L,0.7,0.053,1,1,1,0.0534,0.0527,0.0529
FASE 2,0.0907,,mg/L,22.9,0.001,1,1,1,0.0008,0.0009,0.0012
FASE 3,0.0844,,mg/L,27.4,0.0009,1,1,1,0.0007,0.0012,0.0009
PATRON,5.032,,mg/L,0.9,0.0535,1,1,1,0.0535,0.0539,0.053
BLANCO,0.0684,,mg/L,14.9,0.0007,1,1,1,0.0007,0.0006,0.0009
BLANCO REACTIVO,0,,mg/L,7,0.002,1,1,1,0.0018,0.0019,0.0021
VSP NORTE,0.0581,,mg/L,26,0.0006,1,1,1,0.0008,0.0006,0.0005
CELDA 8.1,0.1115,,mg/L,36.2,0.0012,1,1,1,0.0009,0.001,0.0017
CELDA 8.2,0.0779,,mg/L,39.3,0.0008,1,1,1,0.0005,0.0011,0.0009
CELDA 8.3,1.0592,,mg/L,1.7,0.0115,1,1,1,0.0113,0.0117,0.0114
PATRON,5.0176,,mg/L,0.9,0.0533,1,1,1,0.0534,0.0528,0.0537
BLANCO,0.0806,,mg/L,16.6,0.0009,1,1,1,0.0008,0.0008,0.001
BLANCO REACTIVO,0,,mg/L,12.9,0.003,1,1,1,0.0027,0.0034,0.0028
