PATRON,5.0449,,mg/L,0.3,0.0496,1,1,1,0.0497,0.0496,0.0495
BLANCO,-0.008,,mg/L,76.4,-0.0001,1,1,1,-0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,18.1,-0.0008,1,1,1,-0.0007,-0.0009,-0.0007
FASE 1,0.0302,,mg/L,42.3,0.0003,1,1,1,0.0002,0.0003,0.0004
FASE 2,0.0333,,mg/L,20.1,0.0003,1,1,1,0.0004,0.0003,0.0003
FASE 3,0.0444,,mg/L,19.1,0.0004,1,1,1,0.0005,0.0004,0.0004
VSP NORTE,0.0487,,mg/L,13.7,0.0005,1,1,1,0.0006,0.0004,0.0005
CELDA 8.1,0.0427,,mg/L,14.7,0.0004,1,1,1,0.0004,0.0004,0.0005
CELDA 8.2,0.0275,,mg/L,7.9,0.0003,1,1,1,0.0003,0.0003,0.0003
CELDA 8.3,0.0743,,mg/L,7.7,0.0007,1,1,1,0.0008,0.0008,0.0007
PATRON,5.1222,,mg/L,0.1,0.0503,1,1,1,0.0503,0.0504,0.0504
BLANCO,0.0126,,mg/L,>100,0.0001,1,1,1,0.0003,0,0.0001
BLANCO REACTIVO,0,,mg/L,18.8,-0.0004,1,1,1,-0.0005,-0.0005,-0.0003
