PATRON,4.9291,,mg/L,0.6,0.0489,1,1,1,0.0487,0.0492,0.0487
BLANCO,0.0183,,mg/L,90.4,0.0002,1,1,1,0.0001,0.0004,0.0001
BLANCO REACTIVO,0,,mg/L,56.5,-0.0002,1,1,1,-0.0001,-0.0001,-0.0003
FASE 1,0.0364,,mg/L,22.9,0.0004,1,1,1,0.0005,0.0003,0.0003
FASE 2,0.0196,,mg/L,17.7,0.0002,1,1,1,0.0002,0.0002,0.0002
FASE 3,0.048,,mg/L,10.8,0.0005,1,1,1,0.0005,0.0005,0.0004
VSP NORTE,0.0204,,mg/L,66.7,0.0002,1,1,1,0.0003,0,0.0003
CELDA 8.1,0.0207,,mg/L,48.5,0.0002,1,1,1,0.0002,0.0001,0.0003
CELDA 8.2,0.0261,,mg/L,12.4,0.0003,1,1,1,0.0003,0.0003,0.0002
CELDA 8.3,0.0658,,mg/L,29.7,0.0007,1,1,1,0.0006,0.0005,0.0009
PATRON,4.9066,,mg/L,0.7,0.0486,1,1,1,0.0483,0.0489,0.0487
BLANCO,-0.0854,,mg/L,16.3,-0.0008,1,1,1,-0.001,-0.0007,-0.0009
BLANCO REACTIVO,0,,mg/L,6.3,-0.0016,1,1,1,-0.0015,-0.0017,-0.0016
