PATRON,5.1095,,mg/L,0.2,0.0491,1,1,1,0.049,0.0491,0.049
BLANCO,0.0191,,mg/L,>100,0.0002,1,1,1,0.0001,0.0005,0
BLANCO REACTIVO,0,,mg/L,5.5,-0.0035,1,1,1,-0.0034,-0.0037,-0.0033
FASE 1,0.012,,mg/L,>100,0.0001,1,1,1,0.0001,0.0004,-0.0001
FASE 2,0.0182,,mg/L,>100,0.0002,1,1,1,0.0003,-0.0002,0.0005
FASE 3,0.0329,,mg/L,90.1,0.0003,1,1,1,0.0001,0.0003,0.0006
VSP NORTE,0.03,,mg/L,90.7,0.0003,1,1,1,0.0001,0.0006,0.0002
CELDA 8.1,0.0276,,mg/L,78.4,0.0003,1,1,1,0,0.0003,0.0005
CELDA 8.2,0.0244,,mg/L,81.6,0.0002,1,1,1,0.0003,0.0004,0
CELDA 8.3,0.0636,,mg/L,54.7,0.0006,1,1,1,0.0005,0.001,0.0004
PATRON,4.9315,,mg/L,1.2,0.0474,1,1,1,0.0478,0.0477,0.0467
BLANCO,-0.0796,,mg/L,12.9,-0.0008,1,1,1,-0.0007,-0.0009,-0.0008
BLANCO REACTIVO,0,,mg/L,12.2,-0.0028,1,1,1,-0.0025,-0.0028,-0.0032
