PATRON,5.0188,,mg/L,0.4,0.0526,1,1,1,0.0528,0.0527,0.0524
BLANCO,-0.0074,,mg/L,81.6,-0.0001,1,1,1,0,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,3.5,0.0007,1,1,1,0.0006,0.0007,0.0007
CELDA 8,0.0527,,mg/L,4.7,0.0006,1,1,1,0.0006,0.0005,0.0006
CANAL,0.0219,,mg/L,23,0.0002,1,1,1,0.0003,0.0002,0.0003
FASE 1,0.0336,,mg/L,7.2,0.0004,1,1,1,0.0003,0.0004,0.0004
PATRON,4.887,,mg/L,0.5,0.0512,1,1,1,0.051,0.0515,0.0512
FASE 2,0.0549,,mg/L,11.9,0.0006,1,1,1,0.0005,0.0005,0.0007
FASE 3,0.0628,,mg/L,17.4,0.0007,1,1,1,0.0008,0.0005,0.0007
PATRON,4.9909,,mg/L,1.5,0.0523,1,1,1,0.0525,0.0514,0.053
BLANCO,0.0011,,mg/L,>100,0,1,1,1,0,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,9.8,0.0006,1,1,1,0.0006,0.0005,0.0006
VSP NORTE,0.0086,,mg/L,70.4,0.0001,1,1,1,0.0002,0.0001,0.0001
CELDA 8.1,0.0213,,mg/L,31.6,0.0002,1,1,1,0.0002,0.0003,0.0002
CELDA 8.2,0.0236,,mg/L,28.3,0.0002,1,1,1,0.0003,0.0002,0.0002
CELDA 8.3,0.4578,,mg/L,0.8,0.0048,1,1,1,0.0049,0.0048,0.0048
PATRON,4.8552,,mg/L,0.6,0.0509,1,1,1,0.0506,0.0512,0.0509
S. RICA,0.0111,,mg/L,79.7,0.0001,1,1,1,0.0002,0.0001,0
PATRON,4.9596,,mg/L,0.3,0.052,1,1,1,0.0519,0.0522,0.0519
BLANCO,0.0105,,mg/L,72.4,0.0001,1,1,1,0.0002,0.0001,0
BLANCO REACTIVO,0,,mg/L,14.7,0.0006,1,1,1,0.0005,0.0005,0.0007
