PATRON,0.05,,mg/L,15,0.0004,0.0025,-0.0013,0.0023,0.0022,0.0029
BLANCO,0.0026,,mg/L,>100,0.0001,0.0001,-0.0003,0.0003,0,0.0001
BLANCO REACTIVO,0,,mg/L,25.3,0.0001,0.0005,-0.0008,0.0006,0.0004,0.0004
H KCA PO,0.0525,,mg/L,3.2,0.0001,0.0026,0.0026,0.0025,0.0026,0.0027
H KCA PO,0.053,,mg/L,4.2,0.0001,0.0027,0.0009,0.0025,0.0027,0.0027
H KCA PO,0.0544,,mg/L,15,0.0004,0.0027,0.0008,0.0025,0.0032,0.0024
PATRON,0.0497,,mg/L,5.9,0.0001,0.0025,-0.0014,0.0025,0.0026,0.0023
H KCA PO,0.0527,,mg/L,29.5,0.0008,0.0026,0.0001,0.0031,0.0031,0.0017
H KCA PO,0.0551,,mg/L,11.3,0.0003,0.0028,0.0007,0.003,0.0029,0.0024
PATRON,0.0494,,mg/L,5.1,0.0001,0.0025,-0.0021,0.0025,0.0023,0.0026
BLANCO,0.0068,,mg/L,58,0.0002,0.0003,-0.0021,0.0004,0.0005,0.0001
BLANCO REACTIVO,0,,mg/L,9.2,0.0001,0.001,-0.0013,0.0009,0.0011,0.001
M1 PO,0.0514,,mg/L,12.7,0.0003,0.0026,0.0005,0.0023,0.0029,0.0025
M2 PO,0.04,,mg/L,6.3,0.0001,0.002,0.0005,0.0019,0.0019,0.0021
M3 PO,0.0322,,mg/L,8.5,0.0001,0.0016,0.0004,0.0017,0.0015,0.0017
M4 PO,0.0294,,mg/L,1.9,0,0.0015,0.0003,0.0015,0.0015,0.0015
PATRON,0.0478,,mg/L,11.7,0.0003,0.0024,-0.0027,0.0021,0.0025,0.0026
P KCA PO,0.0221,,mg/L,37.7,0.0004,0.0011,-0.0012,0.0007,0.0011,0.0015
PATRON,0.0505,,mg/L,6.6,0.0002,0.0025,0,0.0025,0.0023,0.0027
BLANCO,0.0065,,mg/L,38.2,0.0001,0.0004,-0.0001,0.0004,0.0005,0.0002
BLANCO REACTIVO,0,,mg/L,64.4,0.0002,0.0004,-0.0002,0.0005,0.0004,0.0001
CELDA 8,0.055,,mg/L,3.1,0.0001,0.0028,-0.0001,0.0027,0.0028,0.0028
CANAL,0.1231,,mg/L,2.4,0.0001,0.006,0.003,0.0059,0.0062,0.0059
FASE 1,0.0614,,mg/L,8.7,0.0003,0.003,0.0028,0.0032,0.0027,0.0032
FASE 2,0.0293,,mg/L,15.3,0.0002,0.0015,0.0029,0.0016,0.0016,0.0012
FASE 3,0.0242,,mg/L,7.1,0.0001,0.0012,0.0028,0.0012,0.0011,0.0013
VSP NORTE,0.1226,,mg/L,2.3,0.0001,0.006,0.003,0.0061,0.006,0.0058
CELDA 8.1,0.0254,,mg/L,7.8,0.0001,0.0013,0.002,0.0012,0.0014,0.0012
CELDA 8.2,0.0208,,mg/L,17.2,0.0002,0.0011,0.002,0.0009,0.0011,0.0012
CELDA 8.3,0.0225,,mg/L,8.1,0.0001,0.0012,0.0022,0.001,0.0012,0.0012
S. RICA,0.0287,,mg/L,4.7,0.0001,0.0014,0,0.0014,0.0014,0.0015
PATRON,0.0523,,mg/L,10.8,0.0003,0.0026,-0.0011,0.0029,0.0025,0.0024
BLANCO,0.0084,,mg/L,12.9,0.0001,0.0005,0.0001,0.0005,0.0004,0.0005
BLANCO REACTIVO,0,,mg/L,21.6,0.0001,0.0007,-0.0007,0.0008,0.0006,0.0006
