PATRON,4.9936,,mg/L,1.2,0.0514,1,1,1,0.0521,0.0514,0.0509
BLANCO,0.0442,,mg/L,36.2,0.0005,1,1,1,0.0004,0.0003,0.0007
BLANCO REACTIVO,0,,mg/L,86.4,0.0003,1,1,1,0.0006,0.0003,0
FASE 1,0.0222,,mg/L,60,0.0002,1,1,1,0.0004,0.0001,0.0002
PATRON,4.9303,,mg/L,1.1,0.0508,1,1,1,0.051,0.0513,0.0502
FASE 2,0.0545,,mg/L,18,0.0006,1,1,1,0.0005,0.0007,0.0005
FASE 3,0.0563,,mg/L,9.2,0.0006,1,1,1,0.0006,0.0005,0.0006
PATRON,5.0033,,mg/L,0.8,0.0515,1,1,1,0.0514,0.0512,0.052
BLANCO,0.0204,,mg/L,>100,0.0002,1,1,1,-0.0002,0.0003,0.0005
BLANCO REACTIVO,0,,mg/L,28.2,0.0004,1,1,1,0.0005,0.0003,0.0003
VSP NORTE,0.0325,,mg/L,46,0.0003,1,1,1,0.0005,0.0004,0.0002
CELDA 8.1,0.0495,,mg/L,30.5,0.0005,1,1,1,0.0006,0.0003,0.0006
CELDA 8.2,0.0658,,mg/L,27.3,0.0007,1,1,1,0.0007,0.0005,0.0009
CELDA 8.3,2.9289,,mg/L,0.9,0.0303,1,1,1,0.0305,0.0305,0.03
PATRON,4.9443,,mg/L,1,0.0509,1,1,1,0.0504,0.051,0.0514
BLANCO,0.0483,,mg/L,13,0.0005,1,1,1,0.0005,0.0006,0.0005
BLANCO REACTIVO,0,,mg/L,32.4,0.0006,1,1,1,0.0006,0.0004,0.0008
