PATRON,5.1166,,mg/L,0.5,0.0003,0.0537,0.0012,0.0538,0.0539,0.0534
BLANCO,0.007,,mg/L,>100,0.0003,0.0001,0.001,-0.0002,0.0004,0.0001
BLANCO REACTIVO,0,,mg/L,32.8,0.0003,-0.0008,0.0001,-0.0011,-0.0006,-0.0007
FASE 1,0.1515,,mg/L,14.7,0.0002,0.0016,0.0008,0.0016,0.0019,0.0014
FASE 2,0.0273,,mg/L,>100,0.0004,0.0003,0.0012,0.0007,0.0001,0.0001
FASE 3,0.0111,,mg/L,>100,0.0003,0.0001,0.0013,0,0,0.0004
VSP NORTE,0.0519,,mg/L,12.7,0.0001,0.0006,0.0009,0.0006,0.0005,0.0005
CELDA 8.1,0.0849,,mg/L,10.5,0.0001,0.0009,0.0008,0.001,0.0008,0.001
CELDA 8.2,0.1704,,mg/L,7.4,0.0001,0.0018,0.0008,0.0019,0.0017,0.0019
CELDA 8.3,0.0462,,mg/L,80.5,0.0004,0.0005,0.0011,0.0001,0.0006,0.0009
PATRON,5.0992,,mg/L,1.1,0.0006,0.0535,0.0015,0.0532,0.0542,0.0532
BLANCO,0.0091,,mg/L,>100,0.0004,0.0001,0.0002,0.0005,-0.0002,0
BLANCO REACTIVO,0,,mg/L,>100,0.0005,-0.0005,-0.0001,-0.001,-0.0003,-0.0001
