PATRON,0.0549,,mg/L,13.2,0.0004,0.0029,-0.0072,0.0027,0.0034,0.0027
BLANCO,0.0009,,mg/L,69.8,0.0002,0.0003,-0.0049,0.0001,0.0003,0.0006
BLANCO REACTIVO,0,,mg/L,32.1,0.0003,0.0011,-0.0029,0.0012,0.0013,0.0007
H KCA PO,0.0472,,mg/L,13.7,0.0003,0.0025,-0.0027,0.0027,0.0028,0.0021
H KCA PO,0.0446,,mg/L,23,0.0006,0.0024,-0.0027,0.0018,0.0025,0.0029
H KCA PO,0.0429,,mg/L,11.9,0.0003,0.0023,-0.0036,0.0025,0.0025,0.002
PATRON,0.0462,,mg/L,8.6,0.0002,0.0025,-0.0065,0.0025,0.0023,0.0027
H KCA PO,0.0452,,mg/L,8.7,0.0002,0.0024,-0.0032,0.0025,0.0026,0.0022
H KCA PO,0.0451,,mg/L,3.9,0.0001,0.0024,-0.0033,0.0025,0.0025,0.0023
PATRON,0.0519,,mg/L,24.3,0.0007,0.0028,-0.0069,0.0035,0.0027,0.0021
BLANCO,0.0025,,mg/L,69.6,0.0003,0.0004,-0.0052,0.0001,0.0005,0.0007
BLANCO REACTIVO,0,,mg/L,30.4,0.0006,0.0019,-0.0041,0.0013,0.0019,0.0025
M1 PO,0.0416,,mg/L,22.4,0.0005,0.0023,-0.0029,0.002,0.0019,0.0029
M2 PO,0.0414,,mg/L,5.2,0.0001,0.0023,-0.0034,0.0024,0.0022,0.0022
M3 PO,0.0327,,mg/L,10.4,0.0002,0.0018,-0.0035,0.0019,0.0016,0.002
M4 PO,0.0242,,mg/L,46.9,0.0007,0.0014,-0.0038,0.0012,0.0022,0.0009
PATRON,0.0509,,mg/L,31.1,0.0006,0.0021,-0.0002,0.0026,0.0014,0.0023
P KCA PO,0.016,,mg/L,58.4,0.0003,0.0004,0.0032,0.0006,0.0006,0.0001
PATRON,0.0486,,mg/L,29,0.0006,0.002,-0.0002,0.0023,0.0024,0.0013
BLANCO,0.0024,,mg/L,>100,0.0005,-0.0002,0.0012,0.0002,-0.0007,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0004,-0.0004,0.0014,-0.0008,0.0001,-0.0005
CELDA 8,0.0394,,mg/L,15.8,0.0002,0.0015,0.0057,0.0016,0.0013,0.0018
CANAL,0.0228,,mg/L,48.2,0.0004,0.0008,0.0057,0.0004,0.0007,0.0011
FASE 1,0.0522,,mg/L,31.5,0.0008,0.0025,0.0029,0.0018,0.0033,0.0024
