PATRON,4.9505,,mg/L,0.5,0.0003,0.0475,-0.0004,1,1,1,0.0477,0.0472,0.0477
BLANCO,-0.024,,mg/L,>100,0.0004,-0.0002,-0.0003,1,1,1,-0.0004,-0.0005,0.0002
BLANCO REACTIVO,0,,mg/L,8.6,0.0001,0.0008,0.0001,1,1,1,0.0008,0.0007,0.0008
FASE 1,0.0516,,mg/L,25.8,0.0001,0.0005,-0.0001,1,1,1,0.0004,0.0007,0.0005
FASE 2,0.0544,,mg/L,51.9,0.0003,0.0005,-0.0004,1,1,1,0.0006,0.0002,0.0008
FASE 3,0.0481,,mg/L,93.4,0.0004,0.0005,-0.0004,1,1,1,0,0.0009,0.0005
VSP NORTE,0.0821,,mg/L,98.3,0.0008,0.0008,-0.0005,1,1,1,0.0017,0.0005,0.0002
CELDA 8.1,0.0151,,mg/L,>100,0.0007,0.0001,-0.0002,1,1,1,-0.0004,-0.0001,0.001
CELDA 8.2,0.0544,,mg/L,70.5,0.0004,0.0005,-0.0004,1,1,1,0.0006,0.0009,0.0001
CELDA 8.3,0.0641,,mg/L,>100,0.0007,0.0006,-0.0001,1,1,1,0.0012,0.0008,-0.0001
PATRON,4.9974,,mg/L,0.4,0.0002,0.048,-0.0001,1,1,1,0.0478,0.0482,0.0479
BLANCO,0.0267,,mg/L,>100,0.0009,0.0003,-0.0001,1,1,1,0.0011,-0.0008,0.0004
BLANCO REACTIVO,0,,mg/L,73.4,0.0006,0.0009,0.001,1,1,1,0.0008,0.0015,0.0003
