Analista,GGP,,,,,,,,,,,,
Fecha de inicio,17/09/2024 11:24 a. m.  GMT: 17/09/2024 05:24 p. m.,,,,,,,,,,,,
Hoja de trabajo,SA005549_3,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Au,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.5161,,mg/L,0.7,0.0169,0.0018,1,1,1,0.017,0.0168,0.017
,BLANCO,0.0032,,mg/L,>100,0.0001,0.0014,1,1,1,0.0001,0.0003,-0.0001
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0009,1,1,1,0,0.0001,0.0001
,SA005549-001,0.2104,,mg/L,1.2,0.0197,0.0019,20.007,7,1,0.0195,0.0199,0.0199
,SA005549-002,0.2741,,mg/L,2.4,0.0257,0.0015,20.031,7,1,0.0259,0.0263,0.025
,SA005549-003,0.3023,,mg/L,0.7,0.0283,0.0016,20.006,7,1,0.0283,0.0286,0.0282
,SA005549-004,0.2961,,mg/L,1.3,0.0278,0.0017,20.015,7,1,0.0282,0.0276,0.0275
,SA005549-005,0.003,,mg/L,62.4,0.0003,0.0014,19.998,7,1,0.0002,0.0005,0.0001
,PATRON,0.5007,,mg/L,0.7,0.0164,0.0026,1,1,1,0.0165,0.0165,0.0163
,SA005549-006,0.2544,,mg/L,0.6,0.0239,0.0021,20.018,7,1,0.024,0.0237,0.0239
,SA005549-007,0.3523,,mg/L,0.6,0.033,0.0016,20.015,7,1,0.0333,0.0329,0.0329
,SA005549-008,0.4032,,mg/L,0.3,0.0378,0.002,20.03,7,1,0.0379,0.0378,0.0377
,SA005549-009,0.3183,,mg/L,1.2,0.0299,0.0017,20.049,7,1,0.0302,0.0295,0.03
,SA005549-010,0.4431,,mg/L,0.8,0.0415,0.0018,20.011,7,1,0.0417,0.0411,0.0417
,PATRON,0.5103,,mg/L,0.8,0.0168,0.0017,1,1,1,0.0166,0.0168,0.0168
,BLANCO,0.0026,,mg/L,>100,0.0001,0.0009,1,1,1,-0.0002,0.0001,0.0004
,BLANCO REACTIVO,0,,mg/L,>100,0,0.0011,1,1,1,-0.0003,0.0002,0.0003
,SA005549-011,0.337,,mg/L,0.8,0.0316,0.0013,20.021,7,1,0.0314,0.0319,0.0316
,SA005549-012,0.3407,,mg/L,0.2,0.0319,0.0018,20.01,7,1,0.032,0.0319,0.0319
,SA005549-013,1.9891,,mg/L,0.7,0.1837,0.0017,20.017,7,1,0.1822,0.1843,0.1845
,SA005549-014,0.619,,mg/L,0.1,0.058,0.0018,20.017,7,1,0.058,0.0579,0.058
,SA005549-015,0.9353,,mg/L,0.4,0.0874,0.0015,20.019,7,1,0.0871,0.0872,0.0878
,PATRON,0.4999,,mg/L,1.3,0.0164,0.0022,1,1,1,0.0166,0.0164,0.0162
,SA005549-016,1.3158,,mg/L,0.2,0.1225,0.0019,20.032,7,1,0.1224,0.1228,0.1225
,SA005549-017,1.233,,mg/L,0.5,0.1148,0.0017,20.003,7,1,0.1142,0.1152,0.115
,SA005549-018,1.1202,,mg/L,0.4,0.1045,0.0019,20.024,7,1,0.1042,0.1043,0.1049
,SA005549-019,1.6864,,mg/L,0.6,0.1563,0.0017,20.014,7,1,0.1554,0.1571,0.1563
,SA005549-020,1.2497,,mg/L,0.1,0.1164,0.0017,20.017,7,1,0.1164,0.1165,0.1163
,PATRON,0.4998,,mg/L,1.2,0.0164,0.0023,1,1,1,0.0166,0.0162,0.0164
,BLANCO,0.0076,,mg/L,99.9,0.0003,0.0011,1,1,1,0.0005,0.0003,0
,BLANCO REACTIVO,0,,mg/L,>100,0,0.0011,1,1,1,0.0002,-0.0002,0.0001
,SA005549-021,2.0901,,mg/L,0.7,0.193,0.0019,20.047,7,1,0.1921,0.1946,0.1924
,SA005549-022,1.2095,,mg/L,0.5,0.1126,0.002,20.011,7,1,0.1122,0.1125,0.1133
,SA005549-023,1.4297,,mg/L,0.6,0.1329,0.002,20.015,7,1,0.1321,0.1331,0.1335
,SA005549-024,1.0105,,mg/L,0.2,0.0944,0.0014,20.034,7,1,0.0942,0.0943,0.0946
,SA005549-025,1.383,,mg/L,0.4,0.1287,0.0021,20.038,7,1,0.1283,0.1292,0.1287
