PATRON,4.9365,,mg/L,0.2,0.0528,0.0528,0.0529,0.0526
BLANCO,0.0005,,mg/L,>100,0,0,-0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,49.9,-0.0003,-0.0002,-0.0003,-0.0005
CANAL,-0.0063,,mg/L,>100,-0.0001,0,0.0002,-0.0003
FASE 1,-0.0634,,mg/L,9.2,-0.0007,-0.0007,-0.0006,-0.0008
FASE 2,-0.0637,,mg/L,43.3,-0.0007,-0.001,-0.0004,-0.0006
FASE 3,-0.079,,mg/L,14.5,-0.0009,-0.0007,-0.001,-0.0009
VSP NORTE,-0.0679,,mg/L,45.7,-0.0007,-0.0005,-0.0011,-0.0006
CELDA 8.1,-0.0707,,mg/L,11.3,-0.0008,-0.0007,-0.0008,-0.0009
CELDA 8.2,-0.0623,,mg/L,21.7,-0.0007,-0.0008,-0.0007,-0.0005
CELDA 8.3,-0.0837,,mg/L,25,-0.0009,-0.0011,-0.001,-0.0006
PATRON,4.9338,,mg/L,0.3,0.0506,0.0507,0.0505,0.0507
BLANCO,0.0019,,mg/L,>100,0,0.0002,-0.0003,0.0002
BLANCO REACTIVO,0,,mg/L,10.2,-0.0024,-0.0022,-0.0023,-0.0027
