PATRON,0.0528,,mg/L,11,0.003,-0.001,0.003,0.0034,0.0028
BLANCO,-0.014,,mg/L,15.5,-0.001,0.0004,-0.001,-0.0009,-0.0012
BLANCO REACTIVO,0,,mg/L,18.4,-0.001,0.0004,-0.001,-0.0009,-0.0012
H KCA PO,0.0433,,mg/L,18.9,0.0019,0.003,0.0019,0.0016,0.0023
H KCA PO,0.0433,,mg/L,14.2,0.0021,0.0028,0.0018,0.0023,0.0022
H KCA PO,0.0433,,mg/L,7.9,0.002,0.0029,0.0019,0.0022,0.002
PATRON,0.0495,,mg/L,5.9,0.0029,-0.0007,0.0028,0.0029,0.0031
H KCA PO,0.0433,,mg/L,10.5,0.0025,0.0026,0.0025,0.0022,0.0027
H KCA PO,0.0433,,mg/L,2.6,0.0019,0.003,0.0019,0.002,0.002
PATRON,0.0505,,mg/L,15.8,0.0029,-0.0029,0.0027,0.0026,0.0035
BLANCO,0.0055,,mg/L,>100,0.0002,-0.0002,0.0001,0.0007,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0,0.0002,0.0005,-0.0002,-0.0003
M1 PO,0.0329,,mg/L,13.1,0.0021,0.0024,0.002,0.0018,0.0024
M2 PO,0.0219,,mg/L,32.1,0.0015,0.0025,0.0011,0.002,0.0014
M3 PO,0.0174,,mg/L,12.6,0.0013,0.0026,0.0014,0.0014,0.0011
M4 PO,0.0144,,mg/L,12.2,0.0011,0.0026,0.0011,0.001,0.0013
PATRON,0.0515,,mg/L,20.4,0.003,-0.0031,0.0028,0.0037,0.0025
P KCA PO,0.009,,mg/L,22.6,0.0009,0.0025,0.0011,0.0007,0.0008
PATRON,0.0538,,mg/L,8.1,0.0031,-0.0011,0.0028,0.0032,0.0032
BLANCO,0.0023,,mg/L,84.8,0.0005,-0.0008,0.0006,0.0009,0
BLANCO REACTIVO,0,,mg/L,22.4,0.0008,-0.001,0.0006,0.001,0.0008
CELDA 8,0.0509,,mg/L,14.6,0.003,0.0008,0.0025,0.003,0.0034
CANAL,0.0444,,mg/L,13.2,0.0026,0,0.003,0.0023,0.0025
FASE 1,0.0526,,mg/L,6,0.003,0.0008,0.0028,0.0032,0.0031
FASE 2,0.0606,,mg/L,2.5,0.0034,0.0008,0.0034,0.0035,0.0034
FASE 3,0.0405,,mg/L,0.5,0.0024,0.0009,0.0024,0.0024,0.0024
VSP NORTE,0.029,,mg/L,16.4,0.0019,0.0013,0.0019,0.0016,0.0022
CELDA 8.1,0.0645,,mg/L,6.2,0.0036,0.0003,0.0038,0.0034,0.0037
CELDA 8.2,0.0394,,mg/L,19.7,0.0024,0.0003,0.0029,0.002,0.0022
CELDA 8.3,0.0242,,mg/L,9.7,0.0016,0.0016,0.0016,0.0015,0.0018
S. RICA,0.0197,,mg/L,11,0.0014,0,0.0015,0.0012,0.0014
PATRON,0.051,,mg/L,5.9,0.0033,-0.0015,0.0032,0.0031,0.0035
BLANCO,0.0129,,mg/L,25.1,0.0011,-0.0034,0.001,0.0009,0.0014
BLANCO REACTIVO,0,,mg/L,8.7,0.0014,-0.0015,0.0015,0.0015,0.0013
H KCA PE,0.0236,,mg/L,36.1,0.0008,0.0041,0.0012,0.0008,0.0006
H KCA PE,0.0236,,mg/L,18,0.0014,0.0031,0.0011,0.0016,0.0014
