Analista,GGP,,,,,,,,,,,,
Fecha de inicio,06/10/2024 08:44 a. m.  GMT: 06/10/2024 02:44 p. m.,,,,,,,,,,,,
Hoja de trabajo,SA005641_3,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Au,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.5091,,mg/L,1.5,0.0171,0.0007,,,,0.0174,0.017,0.017
,BLANCO,0.0063,,mg/L,70.4,0.0002,-0.0001,,,,0,0.0003,0.0003
,BLANCO REACTIVO,0,,mg/L,>100,0.0002,-0.0008,,,,0.0003,-0.0001,0.0005
,SA005641-001,0.102,,mg/L,0.1,0.0098,-0.0007,20.02,,,0.0098,0.0098,0.0098
,SA005641-002,0.0989,,mg/L,1.7,0.0095,-0.0006,20,,,0.0095,0.0097,0.0094
,SA005641-003,0.0024,,mg/L,68.6,0.0002,-0.0011,20,,,0.0002,0.0004,0.0001
,SA005641-004,0.0091,,mg/L,25.1,0.0009,-0.0005,20,,,0.0011,0.0009,0.0007
,SA005641-005,0.1,,mg/L,1,0.0096,-0.0006,20.02,,,0.0095,0.0097,0.0097
,PATRON,0.5097,,mg/L,1.4,0.0172,-0.0002,,,,0.0174,0.0171,0.017
,SA005641-006,0.0984,,mg/L,2.6,0.0095,-0.0012,20.04,,,0.0095,0.0093,0.0097
,SA005641-007,0.1161,,mg/L,2,0.0112,-0.0011,20.03,,,0.0114,0.011,0.0113
,PATRON,0.5051,,mg/L,1,0.017,-0.0001,,,,0.0169,0.017,0.0172
,BLANCO,-0.004,,mg/L,40.2,-0.0001,-0.0009,,,,-0.0001,-0.0002,-0.0001
,BLANCO REACTIVO,0,,mg/L,79.4,0.0002,-0.0008,,,,0.0001,0.0001,0.0003
