Analista,,,,,,,,,
Fecha de inicio,07/04/2023 08:47 a. m.  GMT: 07/04/2023 02:47 p. m.,,,,,,,,
Hoja de trabajo,SA000893_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0064,,mg/L,0.8,0.1318,0.1311,0.1329,0.1313
,BLANCO,0.0014,,mg/L,20.2,0.0002,0.0002,0.0002,0.0002
,BLANCO REACTIVO,0,,mg/L,16.3,0.0004,0.0005,0.0004,0.0004
,SA000893-001,47.0988,,mg/L,0.7,0.2383,0.239,0.2394,0.2364
,SA000893-002,0.2035,,mg/L,8.5,0.0011,0.0011,0.001,0.0012
,SA000893-003,36.1694,,mg/L,0.5,0.1866,0.1874,0.1866,0.1857
,SA000893-004,35.2026,,mg/L,0.2,0.182,0.1815,0.1823,0.1822
,SA000893-005,51.1969,,mg/L,0.4,0.2569,0.2579,0.2557,0.257
,PATRON,1.0171,,mg/L,0.2,0.1331,0.1329,0.1334,0.133
,SA000893-006,40.9246,,mg/L,0.2,0.2095,0.2096,0.2099,0.2091
,SA000893-007,74.7476,,mg/L,0.2,0.3546,0.3543,0.354,0.3555
,SA000893-008,79.4284,,mg/L,0.7,0.3722,0.3747,0.3694,0.3724
,SA000893-009,183.224,,mg/L,0.3,0.0967,0.0964,0.0968,0.0969
,SA000893-010,25.83,,mg/L,0.5,0.1352,0.1353,0.1345,0.1358
,PATRON,1.0132,,mg/L,0.7,0.1326,0.1328,0.1317,0.1334
,BLANCO,0.0006,,mg/L,>100,0.0001,0.0003,-0.0001,0
,BLANCO REACTIVO,0,,mg/L,29.9,0.0001,0.0001,0.0001,0.0001
,SA000893-011,11.9792,,mg/L,0.3,0.0634,0.0632,0.0637,0.0634
,SA000893-012,4.1599,,mg/L,0.9,0.0221,0.0223,0.0219,0.0221
,SA000893-013,5.1609,,mg/L,0.5,0.0274,0.0273,0.0276,0.0273
,SA000893-014,5.7834,,mg/L,0.8,0.0307,0.031,0.0307,0.0305
,SA000893-015,12.602,,mg/L,1.1,0.0667,0.066,0.0667,0.0675
,PATRON,1.0141,,mg/L,0.1,0.1327,0.1327,0.1329,0.1326
,SA000893-016,3.892,,mg/L,0.2,0.0207,0.0207,0.0206,0.0207
,SA000893-017,8.5356,,mg/L,0.6,0.0453,0.0451,0.0452,0.0456
,SA000893-018,32.4388,,mg/L,0.5,0.1683,0.1675,0.1681,0.1693
,SA000893-019,28.361,,mg/L,0.4,0.148,0.1482,0.1474,0.1485
,SA000893-020,10.919,,mg/L,0.1,0.0579,0.0578,0.0579,0.0579
,PATRON,1.0125,,mg/L,0.5,0.1325,0.1319,0.1327,0.1331
,BLANCO,0.0013,,mg/L,51.1,0.0002,0.0003,0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,20.9,0.0002,0.0001,0.0002,0.0001
,SA000893-021,10.3372,,mg/L,0.2,0.0548,0.0549,0.0547,0.0548
,SA000893-022,7.2691,,mg/L,0.6,0.0386,0.0384,0.0388,0.0385
,SA000893-023,7.0822,,mg/L,0.1,0.0376,0.0375,0.0376,0.0376
,SA000893-024,12.4299,,mg/L,0.6,0.0658,0.0657,0.0662,0.0655
,SA000893-025,4.0035,,mg/L,0.5,0.0213,0.0212,0.0214,0.0212
,PATRON,1.01,,mg/L,0.5,0.1322,0.1314,0.1328,0.1324
,SA000893-026,6.1303,,mg/L,0.6,0.0325,0.0325,0.0327,0.0324
,SA000893-027,0.0181,,mg/L,>100,0.0001,-0.0002,0.0002,0.0002
,SA000893-028,15.6192,,mg/L,0.3,0.0825,0.0824,0.0828,0.0823
,SA000893-029,66.4402,,mg/L,1.5,0.322,0.3162,0.3243,0.3253
,SA000893-030,117.034,,mg/L,0.8,0.062,0.0624,0.0621,0.0614
,PATRON,1.0096,,mg/L,0.8,0.1322,0.131,0.1332,0.1324
,BLANCO,0.0018,,mg/L,68.4,0.0002,0.0001,0.0003,0.0004
,BLANCO REACTIVO,0,,mg/L,74.2,0.0002,0.0002,0.0003,0.0001
,SA000893-031,0.67,,mg/L,4.8,0.0036,0.0034,0.0037,0.0036
,SA000893-032,29.1783,,mg/L,0.6,0.1521,0.1527,0.1526,0.1511
,PATRON,1.0078,,mg/L,0.1,0.1319,0.132,0.132,0.1318
,BLANCO,0.0004,,mg/L,>100,0.0001,0,0.0002,0
,BLANCO REACTIVO,0,,mg/L,99.8,0.0002,0.0003,0.0003,0
