PATRON,4.8563,,mg/L,1.1,0.0533,1,1,1,0.0534,0.0526,0.0538
BLANCO,-0.0177,,mg/L,85.7,-0.0002,1,1,1,0,-0.0003,-0.0003
BLANCO REACTIVO,0,,mg/L,7.8,-0.0022,1,1,1,-0.0024,-0.002,-0.0023
FASE 1,0.0007,,mg/L,>100,0,1,1,1,-0.0001,-0.0001,0.0002
FASE 2,0.003,,mg/L,>100,0,1,1,1,0.0001,0,0
FASE 3,0.0192,,mg/L,53.7,0.0002,1,1,1,0.0002,0.0001,0.0003
VSP NORTE,-0.0003,,mg/L,>100,0,1,1,1,0,0.0001,-0.0001
CELDA 8.1,0.0198,,mg/L,57.3,0.0002,1,1,1,0.0002,0.0001,0.0003
CELDA 8.2,0.0015,,mg/L,>100,0,1,1,1,0,0,0.0001
CELDA 8.3,0.2017,,mg/L,8.3,0.0022,1,1,1,0.0023,0.002,0.0023
PATRON,4.9751,,mg/L,0.9,0.0546,1,1,1,0.0541,0.0544,0.0551
BLANCO,-0.0092,,mg/L,41.3,-0.0001,1,1,1,-0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,6.3,-0.0024,1,1,1,-0.0022,-0.0024,-0.0025
