Analista,JCAN,,,,,,,,
Fecha de inicio,23/03/2023 11:11 a. m.  GMT: 23/03/2023 05:11 p. m.,,,,,,,,
Hoja de trabajo,SA000745_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0098,,mg/L,1,0.1287,0.1291,0.1273,0.1297
,BLANCO,0,,mg/L,>100,0,0,0,0
,BLANCO REACTIVO,0,,mg/L,40.6,-0.0001,-0.0002,-0.0001,-0.0002
,SA000745-001,5.4147,,mg/L,0.9,0.0279,0.0276,0.0279,0.0281
,SA000745-002,2.0453,,mg/L,1,0.0105,0.0105,0.0107,0.0105
,SA000745-003,2.6366,,mg/L,0.9,0.0136,0.0137,0.0134,0.0136
,SA000745-004,1.5711,,mg/L,1.2,0.0081,0.008,0.0082,0.0081
,SA000745-005,1.6138,,mg/L,0.7,0.0083,0.0083,0.0082,0.0083
,PATRON,1.0098,,mg/L,0.3,0.1287,0.1289,0.1283,0.129
,SA000745-006,2.1203,,mg/L,2,0.0109,0.0111,0.0109,0.0107
,SA000745-007,1.5348,,mg/L,2.7,0.0079,0.008,0.0076,0.008
,SA000745-008,1.3517,,mg/L,1.2,0.0069,0.0069,0.0069,0.007
,SA000745-009,1.3069,,mg/L,1.3,0.0067,0.0067,0.0066,0.0068
,SA000745-010,1.8646,,mg/L,0.7,0.0096,0.0097,0.0095,0.0096
,PATRON,1.0069,,mg/L,0.7,0.1283,0.1274,0.1284,0.1293
,BLANCO,0.0014,,mg/L,39.4,0.0002,0.0003,0.0001,0.0002
,BLANCO REACTIVO,0,,mg/L,>100,0,-0.0001,-0.0001,0.0001
,SA000745-011,4.8679,,mg/L,0.4,0.025,0.0251,0.025,0.0249
,SA000745-012,2.2215,,mg/L,0.3,0.0114,0.0114,0.0114,0.0114
,SA000745-013,1.7638,,mg/L,0.7,0.0091,0.0091,0.009,0.0091
,SA000745-014,1.5214,,mg/L,1,0.0078,0.0078,0.0079,0.0077
,SA000745-015,1.4517,,mg/L,1,0.0075,0.0075,0.0075,0.0074
,PATRON,1.0044,,mg/L,0.9,0.128,0.1268,0.1285,0.1289
,SA000745-016,1.8177,,mg/L,1.4,0.0093,0.0095,0.0093,0.0092
,SA000745-017,1.9058,,mg/L,1.3,0.0098,0.0098,0.0099,0.0097
,SA000745-018,1.8109,,mg/L,0.6,0.0093,0.0093,0.0093,0.0092
,SA000745-019,2.2257,,mg/L,0.3,0.0114,0.0114,0.0115,0.0114
,SA000745-020,2.5768,,mg/L,0.7,0.0133,0.0133,0.0133,0.0132
,PATRON,1.0022,,mg/L,0.3,0.1278,0.1276,0.1283,0.1274
,BLANCO,0.0005,,mg/L,>100,0.0001,0.0001,0.0002,-0.0001
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,0,0.0001,0.0001
,SA000745-021,3.9768,,mg/L,0.5,0.0204,0.0203,0.0205,0.0204
,SA000745-022,3.7215,,mg/L,0.4,0.0191,0.019,0.0192,0.0191
,SA000745-023,2.5837,,mg/L,0.6,0.0133,0.0133,0.0133,0.0132
,SA000745-024,15.0074,,mg/L,0.5,0.077,0.0771,0.0773,0.0765
,SA000745-025,3.5221,,mg/L,0.2,0.0181,0.0181,0.0181,0.0181
,PATRON,1.0013,,mg/L,0.4,0.1277,0.1272,0.1281,0.1277
,SA000745-026,3.2291,,mg/L,0.9,0.0166,0.0164,0.0166,0.0167
,SA000745-027,2.9084,,mg/L,0.4,0.015,0.015,0.0149,0.015
,SA000745-028,2.0927,,mg/L,1.5,0.0108,0.0107,0.0106,0.0109
,SA000745-029,2.1014,,mg/L,0.5,0.0108,0.0108,0.0107,0.0108
,SA000745-030,-0.0153,,mg/L,37.4,-0.0001,-0.0001,-0.0001,-0.0001
,PATRON,1.0095,,mg/L,0.6,0.1287,0.1283,0.1295,0.1282
,BLANCO,0.0017,,mg/L,17.5,0.0002,0.0002,0.0002,0.0003
,BLANCO REACTIVO,0,,mg/L,63.6,0.0002,0.0001,0.0003,0.0002
,SA000745-031,2.2229,,mg/L,1.1,0.0114,0.0115,0.0113,0.0114
,SA000745-032,0.181,,mg/L,9,0.0009,0.0009,0.0008,0.001
,PATRON,1.0152,,mg/L,0.5,0.1294,0.129,0.1301,0.129
,BLANCO,0.0007,,mg/L,10.2,0.0001,0.0001,0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,40.1,0.0003,0.0002,0.0004,0.0003
