PATRON,5.0328,,mg/L,0.2,0.0522,1,1,1,0.0521,0.0523,0.0523
BLANCO,0.0018,,mg/L,>100,0,1,1,1,0,0,0.0001
BLANCO REACTIVO,0,,mg/L,15.5,0.0007,1,1,1,0.0006,0.0008,0.0007
CELDA 8,0.0556,,mg/L,2.8,0.0006,1,1,1,0.0006,0.0006,0.0006
CANAL,0.0445,,mg/L,20,0.0005,1,1,1,0.0004,0.0005,0.0005
FASE 1,0.0297,,mg/L,35.5,0.0003,1,1,1,0.0004,0.0003,0.0002
PATRON,4.9888,,mg/L,1.3,0.0518,1,1,1,0.0511,0.0524,0.0519
FASE 2,0.0522,,mg/L,29,0.0005,1,1,1,0.0004,0.0007,0.0005
FASE 3,0.0558,,mg/L,13.3,0.0006,1,1,1,0.0007,0.0005,0.0006
PATRON,4.911,,mg/L,0.8,0.051,1,1,1,0.0508,0.0507,0.0515
BLANCO,-0.0166,,mg/L,66.4,-0.0002,1,1,1,-0.0002,-0.0002,0
BLANCO REACTIVO,0,,mg/L,23.6,0.0006,1,1,1,0.0007,0.0004,0.0007
VSP NORTE,0.0274,,mg/L,40.2,0.0003,1,1,1,0.0003,0.0004,0.0002
CELDA 8.1,0.0423,,mg/L,8.6,0.0004,1,1,1,0.0004,0.0004,0.0005
CELDA 8.2,0.0489,,mg/L,8.8,0.0005,1,1,1,0.0006,0.0005,0.0005
CELDA 8.3,0.4941,,mg/L,2.8,0.0051,1,1,1,0.0052,0.005,0.0052
PATRON,4.868,,mg/L,0.9,0.0505,1,1,1,0.0501,0.051,0.0506
S. RICA,0.0496,,mg/L,33.3,0.0005,1,1,1,0.0004,0.0004,0.0007
PATRON,4.8142,,mg/L,1.5,0.05,1,1,1,0.0491,0.0505,0.0503
BLANCO,-0.0033,,mg/L,>100,0,1,1,1,-0.0001,0,0
BLANCO REACTIVO,0,,mg/L,6.9,0.001,1,1,1,0.001,0.0009,0.001
