Analista,RR,,,,,,,,,,,,
Fecha de inicio,18/09/2024 09:31 a. m.  GMT: 18/09/2024 03:31 p. m.,,,,,,,,,,,,
Hoja de trabajo,SA005556_6,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Ag,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Ag VHAAAg (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.9825,,mg/L,1,0.1284,0.0007,,,,0.1298,0.1282,0.1274
,BLANCO,0.0034,,mg/L,65.1,0.0005,-0.0005,,,,0.0002,0.0009,0.0004
,BLANCO REACTIVO,0,,mg/L,57.5,0.0006,-0.0005,,,,0.0006,0.0003,0.001
,SA005556-001,1.3226,,mg/L,5.4,0.0076,0.0045,1.98,5,,0.0071,0.0078,0.0078
,SA005556-002,1.7049,,mg/L,12.7,0.0102,0.0053,2.07,5,,0.0115,0.01,0.009
,SA005556-003,-0.0129,,mg/L,>100,-0.0001,-0.0003,1.93,5,,-0.0001,-0.0002,0
,SA005556-004,2.2502,,mg/L,4.8,0.0125,0.0052,1.93,5,,0.0118,0.013,0.0126
,SA005556-005,2.1361,,mg/L,18.9,0.0118,0.0057,1.94,5,,0.0128,0.0133,0.0092
,PATRON,0.9844,,mg/L,0.8,0.1287,-0.0012,,,,0.1278,0.1297,0.1284
,SA005556-006,1.7572,,mg/L,2.7,0.0102,0.0055,2.04,5,,0.0099,0.0101,0.0105
,SA005556-007,4.1771,,mg/L,1.6,0.0236,0.0057,1.98,5,,0.0231,0.0239,0.0238
,SA005556-008,9.5382,,mg/L,2.1,0.0514,0.0068,1.93,5,,0.0519,0.0521,0.0501
,SA005556-009,3.0155,,mg/L,0.7,0.0179,0.005,2.08,5,,0.0178,0.0179,0.0181
,SA005556-010,2.333,,mg/L,3.2,0.0133,0.0043,1.98,5,,0.013,0.0131,0.0138
,PATRON,0.9961,,mg/L,1.1,0.128,-0.0001,,,,0.1294,0.1264,0.1281
,BLANCO,-0.0008,,mg/L,>100,-0.0001,0,,,,0.0003,-0.0004,-0.0002
,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0.0001,,,,0.0005,-0.0007,-0.0002
,SA005556-011,2.0182,,mg/L,5.3,0.0114,0.006,1.9,5,,0.0118,0.0116,0.0107
,SA005556-012,1.7622,,mg/L,8.4,0.0095,0.0058,1,5,,0.0093,0.0103,0.0088
,SA005556-013,2.0919,,mg/L,3.3,0.0122,0.0062,2.06,5,,0.0118,0.0125,0.0123
,SA005556-014,3.5284,,mg/L,0.6,0.0189,0.0067,1.9,5,,0.0189,0.019,0.0188
,SA005556-015,2.5843,,mg/L,2,0.0144,0.009,1.97,5,,0.0143,0.0147,0.0142
,PATRON,0.9795,,mg/L,2.6,0.126,-0.0001,,,,0.1238,0.1244,0.1298
,SA005556-016,0.1355,,mg/L,15.2,0.0008,-0.0005,,5,,0.0006,0.0008,0.0008
,SA005556-017,4.1943,,mg/L,3,0.0231,0.006,1.96,5,,0.0233,0.0223,0.0236
,SA005556-018,1.88,,mg/L,3.5,0.0104,0.0075,1.95,5,,0.0104,0.0101,0.0108
,SA005556-019,2.4257,,mg/L,2.6,0.0137,0.005,2,5,,0.0133,0.0137,0.0141
,SA005556-020,4.3296,,mg/L,2.5,0.0244,0.0062,2.01,5,,0.0249,0.0245,0.0237
,PATRON,1.0031,,mg/L,1.7,0.1288,-0.0008,,,,0.1271,0.128,0.1312
,BLANCO,0.0015,,mg/L,>100,0.0002,0.0001,,,,0.0006,0,0
,BLANCO REACTIVO,0,,mg/L,21.9,0.0007,-0.0007,,,,0.0008,0.0006,0.0006
,SA005556-021,2.7,,mg/L,0.8,0.0153,0.005,2.01,5,,0.0154,0.0153,0.0152
,SA005556-022,1.9444,,mg/L,7.9,0.0107,0.0061,1.95,5,,0.0099,0.0107,0.0116
,SA005556-023,11.4554,,mg/L,2.2,0.062,0.0084,,5,,0.0632,0.0606,0.0624
,SA005556-024,4.0568,,mg/L,1,0.0232,0.007,2.04,5,,0.023,0.0231,0.0235
,SA005556-025,3.0765,,mg/L,7.2,0.0179,0.0069,2.06,5,,0.0164,0.0183,0.0189
,PATRON,0.9829,,mg/L,0.9,0.1264,-0.0007,,,,0.1268,0.1274,0.1251
,SA005556-026,1.9021,,mg/L,6.4,0.0109,0.0058,2,5,,0.0101,0.0114,0.0112
,SA005556-027,3.8499,,mg/L,4.6,0.0209,0.0062,1.9,5,,0.0216,0.0198,0.0214
,SA005556-028,3.8706,,mg/L,1.7,0.0222,0.0076,2.04,5,,0.0219,0.0221,0.0226
,SA005556-029,4.6593,,mg/L,5.1,0.0264,0.006,2,5,,0.0258,0.0279,0.0255
,SA005556-030,2.9933,,mg/L,3.9,0.0173,0.0049,2.05,5,,0.0174,0.0166,0.018
,PATRON,0.98,,mg/L,1.6,0.1261,-0.0008,,,,0.1268,0.1237,0.1276
,BLANCO,0.0032,,mg/L,>100,0.0005,-0.0017,,,,0.0011,0.0004,-0.0001
,BLANCO REACTIVO,0,,mg/L,75.1,0.0002,-0.0002,,,,0.0003,0.0003,0
,SA005556-031,3.1471,,mg/L,2.4,0.018,0.005,2.03,5,,0.018,0.0184,0.0176
,SA005556-032,2.1647,,mg/L,3.3,0.0124,0.0062,2.03,5,,0.0122,0.0129,0.0121
,PATRON,0.9821,,mg/L,2.3,0.1263,-0.0003,,,,0.1243,0.1297,0.125
,BLANCO,-0.0003,,mg/L,>100,0,-0.0003,,,,0,-0.0002,0.0001
,BLANCO REACTIVO,0,,mg/L,>100,0,0,,,,-0.0005,0.0001,0.0004
