PATRON,0.1977,,mg/L,4.6,0.0096,-0.0017,1,1,1,0.0101,0.0092,0.0095
BLANCO,-0.0013,,mg/L,89,0.0003,-0.0003,1,1,1,0,0.0006,0.0004
BLANCO REACTIVO,0,,mg/L,94.5,0.0007,0.001,1,1,1,0.0002,0.0004,0.0014
H KCA PO,0.0115,,mg/L,11.9,0.0009,0.0016,1,1,1,0.001,0.0008,0.001
H KCA PO,0.0147,,mg/L,34.1,0.0011,0.0015,1,1,1,0.0011,0.0014,0.0007
H KCA PO,0.0079,,mg/L,11.4,0.0008,0.0018,1,1,1,0.0008,0.0008,0.0007
PATRON,0.1806,,mg/L,2.5,0.0088,-0.0019,1,1,1,0.0086,0.009,0.0088
H KCA PO,0.0036,,mg/L,93.8,0.0006,0.0018,1,1,1,0.0004,0.0001,0.0011
H KCA PO,0.012,,mg/L,35.6,0.0009,0.0014,1,1,1,0.0011,0.0006,0.0012
PATRON,0.1861,,mg/L,3.4,0.0091,-0.0012,1,1,1,0.0088,0.0094,0.0091
BLANCO,-0.0001,,mg/L,53.6,0.0004,0.0001,1,1,1,0.0004,0.0002,0.0006
BLANCO REACTIVO,0,,mg/L,>100,-0.0003,0.0015,1,1,1,0.0002,-0.0003,-0.0007
M1 PO,0.0153,,mg/L,16.8,0.0011,0.0021,1,1,1,0.0009,0.0011,0.0013
M2 PO,0.005,,mg/L,65.3,0.0006,0.0019,1,1,1,0.0009,0.0007,0.0002
M3 PO,0.0099,,mg/L,62.7,0.0009,0.0017,1,1,1,0.0015,0.0005,0.0006
M4 PO,0.0026,,mg/L,66.3,0.0005,0.0019,1,1,1,0.0008,0.0005,0.0002
PATRON,0.1841,,mg/L,7.3,0.009,-0.0014,1,1,1,0.0082,0.0092,0.0095
P KCA PO,0.0156,,mg/L,1.2,0.0011,0.0026,1,1,1,0.0011,0.0011,0.0011
PATRON,0.1822,,mg/L,2.9,0.0089,-0.0014,1,1,1,0.0086,0.0088,0.0091
BLANCO,-0.0044,,mg/L,87.9,0.0002,0.0004,1,1,1,0.0002,0,0.0004
BLANCO REACTIVO,0,,mg/L,>100,0.0004,0.0014,1,1,1,-0.0001,0.0004,0.0008
CELDA 8,0.0182,,mg/L,30.4,0.0012,0.0029,1,1,1,0.0009,0.0011,0.0017
CANAL,0.006,,mg/L,11.5,0.0007,0.0025,1,1,1,0.0006,0.0007,0.0007
FASE 1,0.0255,,mg/L,30,0.0016,0.0034,1,1,1,0.0014,0.0012,0.0021
FASE 2,0.0357,,mg/L,9.2,0.0021,0.0035,1,1,1,0.0023,0.002,0.0019
FASE 3,0.0591,,mg/L,15,0.0031,0.0037,1,1,1,0.0029,0.0029,0.0037
VSP NORTE,0.0416,,mg/L,14.3,0.0023,0.0039,1,1,1,0.0025,0.0025,0.0019
CELDA 8.1,0.0128,,mg/L,28.8,0.001,0.0036,1,1,1,0.0012,0.001,0.0007
CELDA 8.2,0.0109,,mg/L,60.8,0.0009,0.0029,1,1,1,0.0008,0.0015,0.0004
CELDA 8.3,0.0108,,mg/L,45.9,0.0009,0.003,1,1,1,0.0008,0.0006,0.0014
S. RICA,0.0053,,mg/L,52.3,0.0006,0.0038,1,1,1,0.001,0.0006,0.0003
PATRON,0.1873,,mg/L,4.2,0.0091,-0.0005,1,1,1,0.009,0.0095,0.0088
BLANCO,0.01,,mg/L,39.1,0.0009,0.0012,1,1,1,0.0006,0.0007,0.0012
BLANCO REACTIVO,0,,mg/L,40.1,-0.0006,0.0004,1,1,1,-0.0006,-0.0008,-0.0003
H KCA PE,0.0156,,mg/L,36.6,0.0011,0.0042,1,1,1,0.0016,0.001,0.0008
H KCA PE,0.0105,,mg/L,30.9,0.0009,0.0043,1,1,1,0.0012,0.0008,0.0006
H KCA PE,0.0102,,mg/L,22.2,0.0009,0.0046,1,1,1,0.001,0.0006,0.001
PATRON,0.2043,,mg/L,4,0.0099,0,1,1,1,0.0098,0.0104,0.0096
H KCA PE,0.015,,mg/L,9.7,0.0011,0.0041,1,1,1,0.0011,0.001,0.0012
H KCA PE,0.0159,,mg/L,11.3,0.0011,0.0041,1,1,1,0.0012,0.0012,0.001
PATRON,0.207,,mg/L,1,0.01,0.0005,1,1,1,0.01,0.01,0.0102
BLANCO,-0.0006,,mg/L,>100,0.0004,0.0004,1,1,1,0.0006,-0.0003,0.0008
BLANCO REACTIVO,0,,mg/L,30.8,-0.0006,0.0003,1,1,1,-0.0006,-0.0008,-0.0004
M1 PE,0.0133,,mg/L,42.7,0.001,0.0039,1,1,1,0.0015,0.0007,0.0008
M2 PE,0.0092,,mg/L,42.2,0.0008,0.0039,1,1,1,0.0007,0.0012,0.0005
M3 PE,0.0015,,mg/L,>100,0.0005,0.0044,1,1,1,0.0014,-0.0002,0.0001
M4 PE,0.0094,,mg/L,42.8,0.0008,0.0008,1,1,1,0.0008,0.0005,0.0012
PATRON,0.1841,,mg/L,5.6,0.009,-0.0001,1,1,1,0.0084,0.0091,0.0094
P KCA PE,0.0007,,mg/L,51.5,0.0004,0.0047,1,1,1,0.0003,0.0007,0.0003
PATRON,0.1964,,mg/L,8.7,0.0095,0.0001,1,1,1,0.01,0.0086,0.0101
BLANCO,0.0083,,mg/L,86.3,0.0008,0.0013,1,1,1,0.0006,0.0015,0.0002
BLANCO REACTIVO,0,,mg/L,16.8,-0.0012,0.0022,1,1,1,-0.0014,-0.001,-0.0013
TRITURADORA,0.0091,,mg/L,32.5,0.0008,0.0029,1,1,1,0.0011,0.0006,0.0008
VICTORIA,0.0186,,mg/L,63.3,0.0013,0.0043,1,1,1,0.0008,0.0008,0.0022
CELDA 1,0.0085,,mg/L,75.4,0.0008,0.0048,1,1,1,0.0013,0.0002,0.0009
CELDA 2,0.0118,,mg/L,57.7,0.0009,0.0051,1,1,1,0.0004,0.0015,0.0009
PATRON,0.1938,,mg/L,2.8,0.0094,0.0012,1,1,1,0.0091,0.0096,0.0096
CELDA 3,0.0058,,mg/L,45.6,0.0007,0.0055,1,1,1,0.0008,0.0003,0.0009
PATRON,0.1937,,mg/L,6.8,0.0094,0.0012,1,1,1,0.0089,0.0101,0.0092
BLANCO,0.0113,,mg/L,19,0.0009,0.0025,1,1,1,0.001,0.001,0.0007
BLANCO REACTIVO,0,,mg/L,22.3,-0.0011,0.0018,1,1,1,-0.0012,-0.0012,-0.0008
CELDA 4A,0.0044,,mg/L,10.4,0.0006,0.0059,1,1,1,0.0006,0.0007,0.0006
CELDA 4B,0.0045,,mg/L,22,0.0006,0.0055,1,1,1,0.0007,0.0005,0.0006
CELDA 5A,0.0043,,mg/L,16.6,0.0006,0.0053,1,1,1,0.0006,0.0005,0.0007
CELDA 5B,0.0097,,mg/L,52.7,0.0008,0.0049,1,1,1,0.0008,0.0004,0.0013
PATRON,0.1834,,mg/L,2.1,0.0089,0.0012,1,1,1,0.0089,0.0088,0.0091
BLANCO,-0.0051,,mg/L,>100,0.0001,0.0023,1,1,1,-0.0001,0.0001,0.0004
BLANCO REACTIVO,0,,mg/L,16.1,-0.001,0.0015,1,1,1,-0.0008,-0.0011,-0.001
