PATRON,4.8623,,mg/L,0.5,0.0453,0.0452,0.0455,0.0451
BLANCO,0.0084,,mg/L,>100,0.0001,0.0002,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,9.9,-0.0004,-0.0004,-0.0004,-0.0003
FASE 1,0.0147,,mg/L,>100,0.0001,-0.0001,0.0002,0.0002
FASE 2,0.0111,,mg/L,71.5,0.0001,0.0001,0.0002,0
FASE 3,0.0231,,mg/L,34.2,0.0002,0.0003,0.0001,0.0003
VSP NORTE,0.0035,,mg/L,>100,0,0.0002,0,-0.0001
CELDA 8.1,0.0096,,mg/L,>100,0.0001,0.0002,0.0001,0
CELDA 8.2,-0.0047,,mg/L,>100,0,-0.0002,0,0.0001
CELDA 8.3,0.0305,,mg/L,47,0.0003,0.0004,0.0002,0.0003
PATRON,4.8567,,mg/L,0.6,0.0452,0.0449,0.0453,0.0454
BLANCO,0.003,,mg/L,>100,0,0.0001,0,0
BLANCO REACTIVO,0,,mg/L,5.5,-0.0004,-0.0004,-0.0004,-0.0004
