Analista,NR,,,,,,,,
Fecha de inicio,05:39 a. m. 18/02/2026  GMT: 11:39 a. m. 18/02/2026,,,,,,,,
Hoja de trabajo,SA008026,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.4995,,mg/L,1,1.7,0.0182,-0.0081,
,BLANCO,-0.0034,,mg/L,1,>100,-0.0001,0.001,
,BLANCO REACTIVO,0,,mg/L,1,29.7,-0.001,-0.0004,
,SA008026-001,0.0464,,mg/L,1,3.7,0.0075,-0.002,30
,SA008026-002,0.0358,,mg/L,1,2.3,0.0058,-0.0017,30
,SA008026-003,0.0395,,mg/L,1,8,0.0064,-0.0016,30.01
,SA008026-004,0.099,,mg/L,1,1.2,0.016,-0.0014,30
,SA008026-005,0.2993,,mg/L,1,1.4,0.0478,-0.0031,30
,PATRON,0.4925,,mg/L,1,2,0.0185,-0.007,
,SA008026-006,0.1441,,mg/L,1,2.1,0.0232,-0.0028,30
,SA008026-007,0.1078,,mg/L,1,2.7,0.0174,-0.0022,3
,SA008026-008,0.3746,,mg/L,1,0.8,0.0596,-0.0029,3
,SA008026-009,0.3511,,mg/L,1,0.8,0.0481,-0.0029,30
,SA008026-010,0.1525,,mg/L,1,2.7,0.0245,-0.0024,30.01
,PATRON,0.5169,,mg/L,1,1.8,0.0194,-0.0085,
,BLANCO,0.0028,,mg/L,1,>100,0.0001,-0.0016,
,BLANCO REACTIVO,0,,mg/L,1,>100,0,-0.001,
,SA008026-011,0.0145,,mg/L,1,5.9,0.0023,-0.0025,30
,SA008026-012,0.8892,,mg/L,1,0.4,0.1368,0,30
,SA008026-013,0.7643,,mg/L,1,1,0.1179,0.0004,30.01
,SA008026-014,0.1657,,mg/L,1,1.3,0.0258,-0.0031,30
,SA008026-015,0.1812,,mg/L,1,1.1,0.0282,-0.0027,30
,PATRON,0.5062,,mg/L,1,1.9,0.0184,-0.0084,
,SA008026-016,0.1777,,mg/L,1,0.9,0.023,-0.0026,3
,SA008026-017,0.0087,,mg/L,1,23.8,0.0014,-0.0032,3
,SA008026-018,0.2514,,mg/L,1,1.8,0.0391,-0.0034,30.01
,SA008026-019,1.0666,,mg/L,1,0.4,0.1633,-0.003,30
,SA008026-020,0.1272,,mg/L,1,2.3,0.0198,-0.0022,30
,PATRON,0.5082,,mg/L,1,1.2,0.0185,-0.0076,
,BLANCO,-0.0061,,mg/L,1,>100,-0.0002,0.0004,
,BLANCO REACTIVO,0,,mg/L,1,53.2,-0.0004,0.0012,
,SA008026-021,0.0513,,mg/L,1,7.5,0.008,-0.0002,30
,PATRON,0.4951,,mg/L,1,4.3,0.018,-0.0069,
,BLANCO,0.0007,,mg/L,1,>100,0,0.001,
,BLANCO REACTIVO,0,,mg/L,1,37.5,-0.0004,0.0007,
