Analista,JGS,,,,,,,,,
Fecha de inicio,10/07/2024 01:20 a. m.  GMT: 10/07/2024 07:20 a. m.,,,,,,,,,
Hoja de trabajo,SA004706-RCK_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5097,,mg/L,3.1,0.0165,0.0029,0.0171,0.0163,0.0162
,BLANCO,-0.0038,,mg/L,>100,-0.0001,0.0017,-0.0004,-0.0002,0.0003
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0079,0.0002,-0.0001,0.0003
,SA004706-001,0.335,,mg/L,1.5,0.0312,0.0023,0.031,0.0309,0.0317
,SA004706-002,0.3387,,mg/L,1.3,0.0315,0.0021,0.0311,0.0317,0.0319
,SA004706-003,0.3144,,mg/L,1.2,0.0292,0.0023,0.0293,0.0295,0.0289
,SA004706-004,0.3425,,mg/L,0.8,0.0319,0.0024,0.0317,0.0318,0.0322
,SA004706-005,0.3203,,mg/L,1.2,0.0298,0.0024,0.0297,0.0302,0.0295
,PATRON,0.5207,,mg/L,2.1,0.0169,0.003,0.0173,0.0166,0.0167
,SA004706-006,-0.0001,,mg/L,>100,0,0.0025,0.0005,-0.0007,0.0002
,SA004706-007,0.3299,,mg/L,1.8,0.0307,0.0023,0.0301,0.0311,0.0309
,SA004706-008,0.2898,,mg/L,0.8,0.0269,0.0025,0.0272,0.0268,0.0268
,SA004706-009,0.9691,,mg/L,0.7,0.0799,-0.005,0.0802,0.0803,0.0793
,PATRON,0.5054,,mg/L,0.8,0.0164,-0.0069,0.0165,0.0163,0.0163
,BLANCO,0.0005,,mg/L,>100,0,0.0018,-0.0001,0.0008,-0.0007
,BLANCO REACTIVO,0,,mg/L,72.8,-0.0009,0.0016,-0.0012,-0.0001,-0.0012
