PATRON,4.8298,,mg/L,1.1,0.0512,1,1,1,0.0518,0.0507,0.051
BLANCO,-0.0043,,mg/L,>100,0,1,1,1,0.0002,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,27,0.0004,1,1,1,0.0003,0.0005,0.0005
FASE 1,0.0036,,mg/L,>100,0,1,1,1,0.0002,-0.0001,0
FASE 2,0.0178,,mg/L,31.7,0.0002,1,1,1,0.0002,0.0003,0.0001
FASE 3,0.0327,,mg/L,53,0.0004,1,1,1,0.0002,0.0006,0.0003
VSP NORTE,0.0201,,mg/L,56.7,0.0002,1,1,1,0.0003,0.0003,0.0001
CELDA 8.1,0.0315,,mg/L,51.8,0.0003,1,1,1,0.0004,0.0005,0.0001
CELDA 8.2,0.0342,,mg/L,53.3,0.0004,1,1,1,0.0002,0.0003,0.0006
CELDA 8.3,0.2088,,mg/L,3.3,0.0023,1,1,1,0.0022,0.0022,0.0023
PATRON,4.8934,,mg/L,0.3,0.0518,1,1,1,0.0517,0.0518,0.052
BLANCO,0.0086,,mg/L,>100,0.0001,1,1,1,0.0002,0.0001,0
BLANCO REACTIVO,0,,mg/L,33.9,0.0009,1,1,1,0.0007,0.0009,0.0013
