PATRON,0.5003,,mg/L,0.3,0.0615,-0.0003,1,1,1,0.0617,0.0615,0.0613
BLANCO,0.0052,,mg/L,40.5,0.0006,-0.001,1,1,1,0.0003,0.0008,0.0008
BLANCO REACTIVO,0,,mg/L,>100,-0.0007,0.0006,1,1,1,-0.0011,-0.0013,0.0004
H KCA PO,0.0003,,mg/L,>100,0,0.0034,1,1,1,0.0001,-0.0002,0.0003
H KCA PO,-0.0003,,mg/L,>100,0,0.0033,1,1,1,-0.0001,0,0
H KCA PO,-0.0009,,mg/L,>100,-0.0001,0.0034,1,1,1,0,0.0001,-0.0005
PATRON,0.4942,,mg/L,0.5,0.0608,0.0007,1,1,1,0.0607,0.0611,0.0605
H KCA PO,0.0046,,mg/L,>100,0.0006,0.0027,1,1,1,0,0.0012,0.0005
H KCA PO,0.0093,,mg/L,32,0.0011,0.002,1,1,1,0.0015,0.0012,0.0008
PATRON,0.4974,,mg/L,1.1,0.0612,0.0002,1,1,1,0.0618,0.0604,0.0613
BLANCO,0.0078,,mg/L,25.7,0.001,-0.0003,1,1,1,0.0012,0.0007,0.001
BLANCO REACTIVO,0,,mg/L,>100,0,-0.0007,1,1,1,0.0002,0.0001,-0.0002
M1 PO,0.0014,,mg/L,>100,0.0002,0.0016,1,1,1,-0.0001,0.0004,0.0002
M2 PO,-0.0025,,mg/L,>100,-0.0003,0.0024,1,1,1,0.0001,-0.0005,-0.0005
M3 PO,0.0017,,mg/L,93.8,0.0002,0.0015,1,1,1,0.0004,0,0.0002
M4 PO,0.0002,,mg/L,>100,0,0.0018,1,1,1,-0.0004,0.0006,-0.0001
PATRON,0.491,,mg/L,0.1,0.0604,-0.0002,1,1,1,0.0603,0.0604,0.0604
P KCA PO,0.0025,,mg/L,>100,0.0003,0.0015,1,1,1,0.0001,0,0.0008
PATRON,0.4902,,mg/L,0.9,0.0603,-0.0007,1,1,1,0.0604,0.0607,0.0597
BLANCO,0.0002,,mg/L,>100,0,-0.0009,1,1,1,-0.0003,0,0.0003
BLANCO REACTIVO,0,,mg/L,60.3,0.0004,-0.0012,1,1,1,0.0007,0.0001,0.0005
CELDA 8,0.0041,,mg/L,28.9,0.0005,0.0011,1,1,1,0.0006,0.0003,0.0006
CANAL,0.0016,,mg/L,90.5,0.0002,0.0013,1,1,1,0.0001,0.0004,0.0001
FASE 1,0.0039,,mg/L,78.7,0.0005,0.001,1,1,1,0.0001,0.0008,0.0006
FASE 2,0.0039,,mg/L,75.8,0.0005,0.0011,1,1,1,0.0008,0.0001,0.0005
FASE 3,-0.0011,,mg/L,>100,-0.0001,0.0021,1,1,1,-0.0003,-0.0002,0
VSP NORTE,0.0002,,mg/L,>100,0,0.0018,1,1,1,0.0002,0,-0.0001
CELDA 8.1,0.0059,,mg/L,35.5,0.0007,0.0013,1,1,1,0.0004,0.0009,0.0008
CELDA 8.2,0.0037,,mg/L,16.8,0.0005,0.0011,1,1,1,0.0005,0.0005,0.0004
CELDA 8.3,0.001,,mg/L,>100,0.0001,0.0015,1,1,1,0,0,0.0004
PATRON,0.4979,,mg/L,0.3,0.0581,0.0002,1,1,1,0.0581,0.058,0.0583
BLANCO,0.0016,,mg/L,>100,0.0002,-0.0002,1,1,1,-0.0002,0.0001,0.0007
BLANCO REACTIVO,0,,mg/L,41.8,0.0006,-0.0015,1,1,1,0.0009,0.0007,0.0003
H KCA PE,0.0022,,mg/L,>100,0.0003,0.0007,1,1,1,0.0003,-0.0001,0.0006
H KCA PE,-0.002,,mg/L,76.4,-0.0002,0.001,1,1,1,-0.0004,-0.0002,-0.0001
H KCA PE,-0.0005,,mg/L,>100,-0.0001,0.001,1,1,1,-0.0001,-0.0005,0.0005
PATRON,0.5113,,mg/L,2,0.0597,-0.002,1,1,1,0.0584,0.0606,0.0601
H KCA PE,0.0015,,mg/L,83.4,0.0002,0.0008,1,1,1,0,0.0002,0.0003
H KCA PE,0.0017,,mg/L,29.4,0.0002,0.0007,1,1,1,0.0002,0.0002,0.0001
PATRON,0.5047,,mg/L,1.2,0.0589,-0.0019,1,1,1,0.0588,0.0583,0.0597
BLANCO,0.0005,,mg/L,>100,0.0001,-0.0023,1,1,1,0,-0.0002,0.0004
BLANCO REACTIVO,0,,mg/L,40.1,0.0008,-0.0018,1,1,1,0.0006,0.0012,0.0006
M1 PE,-0.0007,,mg/L,>100,-0.0001,0.0007,1,1,1,-0.0001,0.0001,-0.0003
M2 PE,0,,mg/L,>100,0,0.0006,1,1,1,-0.0001,0,0.0001
M3 PE,0.0015,,mg/L,>100,0.0002,0.0004,1,1,1,0.0008,0,-0.0002
