PATRON,5.1457,,mg/L,0.8,0.0518,1,1,1,0.0516,0.0523,0.0515
BLANCO,-0.044,,mg/L,24.2,-0.0004,1,1,1,-0.0004,-0.0004,-0.0006
BLANCO REACTIVO,0,,mg/L,1.5,-0.0016,1,1,1,-0.0016,-0.0016,-0.0016
FASE 1,0.0304,,mg/L,25,0.0003,1,1,1,0.0002,0.0004,0.0003
FASE 2,0.0244,,mg/L,10.2,0.0002,1,1,1,0.0003,0.0002,0.0002
FASE 3,0.0174,,mg/L,11.7,0.0002,1,1,1,0.0002,0.0002,0.0002
VSP NORTE,0.0221,,mg/L,64,0.0002,1,1,1,0.0002,0.0004,0.0001
CELDA 8.1,0.0184,,mg/L,62.2,0.0002,1,1,1,0.0002,0.0003,0.0001
CELDA 8.2,0.0097,,mg/L,>100,0.0001,1,1,1,0.0002,0.0001,0
CELDA 8.3,0.107,,mg/L,3.4,0.0011,1,1,1,0.001,0.0011,0.0011
PATRON,5.091,,mg/L,1.5,0.0513,1,1,1,0.0508,0.0508,0.0522
BLANCO,-0.0638,,mg/L,9.8,-0.0006,1,1,1,-0.0007,-0.0006,-0.0006
BLANCO REACTIVO,0,,mg/L,7,-0.001,1,1,1,-0.001,-0.0011,-0.0009
