PATRON,4.9205,,mg/L,0.5,0.0505,0.0506,0.0501,0.0506
BLANCO,0.0178,,mg/L,42.3,0.0002,0.0001,0.0002,0.0002
BLANCO REACTIVO,0,,mg/L,15.3,0.0003,0.0003,0.0003,0.0003
FASE 1,0.0353,,mg/L,26.6,0.0004,0.0003,0.0003,0.0005
FASE 2,0.0427,,mg/L,7.1,0.0004,0.0004,0.0004,0.0005
FASE 3,0.0462,,mg/L,17.2,0.0005,0.0006,0.0004,0.0004
VSP NORTE,0.0783,,mg/L,3.1,0.0008,0.0008,0.0008,0.0008
CELDA 8.1,0.0588,,mg/L,2.9,0.0006,0.0006,0.0006,0.0006
CELDA 8.2,0.0488,,mg/L,9,0.0005,0.0005,0.0005,0.0006
CELDA 8.3,0.078,,mg/L,6.5,0.0008,0.0008,0.0009,0.0008
PATRON,5.1053,,mg/L,0.6,0.0523,0.052,0.0526,0.0524
BLANCO,0.0152,,mg/L,68,0.0002,0.0003,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,6.6,0.0004,0.0004,0.0005,0.0004
