PATRON,0.1909,,mg/L,5.6,0.0095,-0.0016,1,1,1,0.0101,0.0096,0.009
BLANCO,-0.0125,,mg/L,>100,0.0001,-0.0005,1,1,1,0.0002,0.0003,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0005,-0.0005,1,1,1,-0.0002,0.0006,0.001
CELDA 8,0.0313,,mg/L,17.3,0.0021,0.0002,1,1,1,0.0024,0.0023,0.0017
CANAL,0.0342,,mg/L,54.1,0.0023,-0.0003,1,1,1,0.0009,0.0027,0.0033
FASE 1,0.0195,,mg/L,16.3,0.0016,0.0011,1,1,1,0.0015,0.0019,0.0014
FASE 2,0.0506,,mg/L,7,0.003,-0.0004,1,1,1,0.0028,0.003,0.0033
FASE 3,0.0669,,mg/L,19.6,0.0038,0.0008,1,1,1,0.0032,0.0046,0.0036
VSP NORTE,0.0548,,mg/L,6.6,0.0032,0.0008,1,1,1,0.0031,0.0031,0.0035
CELDA 8.1,0.0123,,mg/L,49.9,0.0013,0.0002,1,1,1,0.0014,0.0018,0.0006
CELDA 8.2,0.009,,mg/L,85.3,0.0011,0.0005,1,1,1,0.0018,0,0.0016
CELDA 8.3,-0.0048,,mg/L,78.6,0.0005,0.002,1,1,1,0.0008,0.0006,0.0001
S. RICA,0.0098,,mg/L,60.3,0.0012,0.0014,1,1,1,0.0015,0.0004,0.0016
PATRON,0.1878,,mg/L,6.4,0.0094,-0.0032,1,1,1,0.0094,0.0088,0.01
BLANCO,-0.0007,,mg/L,58.5,0.0007,-0.0028,1,1,1,0.0011,0.0005,0.0004
BLANCO REACTIVO,0,,mg/L,80,0.0002,-0.0007,1,1,1,0.0001,0.0004,0.0001
TRITURADORA,0.0014,,mg/L,30.7,0.0008,0.001,1,1,1,0.0008,0.0005,0.001
VICTORIA,0.0113,,mg/L,29.3,0.0012,0.0005,1,1,1,0.0015,0.0014,0.0008
CELDA 1,0.0027,,mg/L,41.2,0.0008,0.0006,1,1,1,0.0008,0.0005,0.0012
CELDA 2,0.0122,,mg/L,59.6,0.0013,-0.0031,1,1,1,0.0021,0.0011,0.0006
CELDA 3,0.01,,mg/L,25.5,0.0012,0.0012,1,1,1,0.0011,0.0009,0.0015
PATRON,0.2146,,mg/L,4.5,0.0106,-0.0041,1,1,1,0.0101,0.0111,0.0107
BLANCO,-0.0057,,mg/L,83.6,0.0004,-0.0031,1,1,1,0.0009,0.0002,0.0002
BLANCO REACTIVO,0,,mg/L,69.2,0.001,-0.0011,1,1,1,0.0006,0.0006,0.0017
CELDA 4A,0.0121,,mg/L,50.7,0.0013,0.0013,1,1,1,0.002,0.001,0.0008
CELDA 4B,-0.0072,,mg/L,>100,0.0004,0.0018,1,1,1,0,-0.0001,0.0011
CELDA 5A,0.0087,,mg/L,11.3,0.0011,0.0006,1,1,1,0.001,0.001,0.0012
CELDA 5B,0.0082,,mg/L,36.4,0.0011,-0.0029,1,1,1,0.0006,0.0014,0.0012
PATRON,0.2046,,mg/L,12.3,0.0102,-0.0049,1,1,1,0.0088,0.0113,0.0103
BLANCO,0.0026,,mg/L,66.3,0.0008,-0.0031,1,1,1,0.0004,0.0007,0.0014
BLANCO REACTIVO,0,,mg/L,16,0.0005,-0.0004,1,1,1,0.0004,0.0006,0.0005
